game_pk,date,home,away,home_score,away_score,home_sp,away_sp,status
778392,20250409,WAS,LAN,5,6,663623,689017,F
778383,20250409,SEA,HOU,7,6,622379,686613,F
778391,20250409,CLE,CHA,3,2,671106,680732,F
778386,20250409,BOS,TOR,1,2,656557,592332,F
778399,20250409,TBA,ANA,5,4,686752,579328,F
778393,20250409,ATL,PHI,3,4,656550,592836,F
778388,20250409,KCA,MIN,0,4,607625,657746,F
778379,20250409,COL,MIL,2,17,622608,641302,F
778382,20250410,TBA,ANA,1,11,641793,667755,F
778378,20250410,CLE,CHA,6,1,668909,686563,F
778373,20250410,KCA,MIN,3,2,608379,641927,F
778371,20250410,COL,MIL,7,2,663372,682990,F
778377,20250410,BOS,TOR,4,3,621111,605135,F
778384,20250410,ATL,PHI,4,2,680885,666200,F
778375,20250411,CLE,KCA,7,0,676440,663460,F
778374,20250411,CIN,PIT,5,3,663903,663559,F
778367,20250411,TBA,ATL,6,3,671737,693821,F
778370,20250411,NYA,SFN,1,9,573186,592662,F
778369,20250411,MIA,WAS,4,7,665795,680730,F
778366,20250411,CHA,BOS,11,1,663436,656794,F
778368,20250411,HOU,ANA,14,3,669854,686799,F
778363,20250411,MIN,DET,6,7,701581,681857,F
778365,20250411,SLN,PHI,2,0,669467,605400,F
778361,20250411,SDN,COL,8,0,601713,608566,F
778360,20250411,SEA,TEX,5,3,682243,594798,F
778364,20250411,ARI,MIL,0,7,593958,500779,F
778358,20250411,ATH,NYN,6,7,676664,656288,F
778356,20250411,LAN,CHN,3,0,808967,571510,F
778372,20250729,BAL,TOR,,,450203,687922,F
778348,20250412,MIN,DET,0,4,663978,695549,F
778347,20250412,SLN,PHI,1,4,571945,650911,F
778355,20250412,NYA,SFN,8,4,701542,663855,F
778346,20250412,ATH,NYN,3,1,669372,656849,F
778362,20250412,BAL,TOR,5,4,608372,670102,F
778353,20250412,TBA,ATL,4,5,656876,700363,F
778349,20250412,CHA,BOS,3,2,527048,690916,F
778354,20250412,MIA,WAS,7,6,645261,592866,F
778359,20250412,CLE,KCA,6,3,682847,547179,F
778357,20250412,CIN,PIT,5,2,671096,571760,F
778351,20250412,HOU,ANA,1,4,687473,542881,F
778350,20250412,ARI,MIL,5,4,669203,694477,F
778352,20250412,SDN,COL,2,0,606996,801403,F
778345,20250412,LAN,CHN,0,16,808963,676962,F
778341,20250412,SEA,TEX,9,2,693433,677958,F
778344,20250413,BAL,TOR,6,7,700249,621244,F
778339,20250413,NYA,SFN,4,5,607074,657277,F
778342,20250413,CLE,KCA,2,4,594902,666142,F
778343,20250413,CIN,PIT,4,0,668881,669387,F
778340,20250413,TBA,ATL,8,3,671212,519242,F
778337,20250413,MIA,WAS,11,4,615698,669022,F
778329,20250413,HOU,ANA,7,3,669713,543294,F
778335,20250413,MIN,DET,5,1,680573,663554,F
778338,20250413,CHA,BOS,1,3,681343,676979,F
778336,20250413,SLN,PHI,7,0,669461,554430,F
778333,20250413,ATH,NYN,0,8,622663,673540,F
778330,20250413,SDN,COL,6,0,650633,607536,F
778334,20250413,SEA,TEX,3,1,669302,543135,F
778332,20250413,ARI,MIL,5,2,668678,642547,F
778331,20250413,LAN,CHN,2,4,607192,607067,F
778321,20250414,PIT,WAS,10,3,694973,695418,F
778320,20250414,PHI,SFN,4,10,592836,694738,F
778328,20250414,TBA,BOS,16,1,669358,656557,F
778327,20250414,NYA,KCA,4,1,471911,607625,F
778322,20250414,TOR,ATL,4,8,687922,656550,F
778324,20250414,MIN,NYN,1,5,657746,605280,F
778323,20250414,MIL,DET,1,9,641302,669373,F
778325,20250414,SLN,HOU,8,3,543243,664285,F
778315,20250414,SDN,CHN,10,4,656302,592791,F
778326,20250414,LAN,COL,5,3,669160,622608,F
778314,20250415,PIT,WAS,0,3,656605,663623,F
778316,20250415,CIN,SEA,8,4,666157,622491,F
778318,20250415,MIA,ARI,4,10,687362,518876,F
778313,20250415,PHI,SFN,6,4,666200,434378,F
778317,20250415,BAL,CLE,3,6,450203,671106,F
778319,20250415,TBA,BOS,4,7,686752,621111,F
778312,20250415,NYA,KCA,4,2,608331,608379,F
778311,20250415,TOR,ATL,6,3,592332,680885,F
778307,20250415,MIN,NYN,6,3,641927,656731,F
778309,20250415,CHA,ATH,3,12,680732,605488,F
778310,20250415,MIL,DET,5,0,682990,656427,F
778308,20250415,SLN,HOU,0,2,607200,686613,F
778306,20250415,TEX,ANA,4,0,641816,579328,F
778305,20250415,SDN,CHN,1,2,681190,684007,F
778302,20250415,LAN,COL,6,2,689017,663372,F
778297,20250416,TOR,ATL,3,1,605135,675911,F
778299,20250416,MIN,NYN,4,3,701581,623211,F
778295,20250416,MIL,DET,5,1,500779,672456,F
778290,20250416,SLN,HOU,4,1,571927,669854,F
778288,20250416,SDN,CHN,4,2,601713,571510,F
778301,20250416,BAL,CLE,9,1,665152,668909,F
778293,20250416,PIT,WAS,6,1,663559,680730,F
778304,20250416,CIN,SEA,3,5,607259,682243,F
778303,20250416,MIA,ARI,2,6,676974,694297,F
778296,20250416,PHI,SFN,4,11,605400,592662,F
778298,20250416,TBA,BOS,0,1,641793,656794,F
778300,20250416,NYA,KCA,4,3,657376,663460,F
778294,20250416,CHA,ATH,1,3,686563,674370,F
778289,20250416,TEX,ANA,3,1,571578,667755,F
778287,20250416,LAN,COL,8,7,676272,608566,F
778291,20250417,MIA,ARI,4,6,665795,593958,F
778280,20250417,PIT,WAS,1,0,571760,592866,F
778285,20250417,CIN,SEA,7,11,663903,676106,F
778283,20250417,CHA,ATH,0,8,663436,676664,F
778279,20250417,PHI,SFN,6,4,650911,663855,F
778292,20250417,BAL,CLE,6,2,608372,676440,F
778286,20250417,DET,KCA,6,1,681857,547179,F
778282,20250417,TBA,NYA,3,6,671737,701542,F
778278,20250417,NYN,SLN,4,1,656288,669467,F
778281,20250417,TEX,ANA,5,3,677958,686799,F
778268,20250418,CHN,ARI,13,11,607067,669203,F
778277,20250418,DET,KCA,7,3,695549,666142,F
778271,20250418,PIT,CLE,7,10,669387,682847,F
778274,20250418,PHI,MIA,7,2,554430,645261,F
778276,20250418,BAL,CIN,3,8,700249,671096,F
778272,20250418,TBA,NYA,0,1,656876,607074,F
778273,20250418,TOR,SEA,3,1,670102,693433,F
778270,20250418,NYN,SLN,5,4,656849,571945,F
778275,20250418,BOS,CHA,10,3,690928,527048,F
778284,20250418,ATL,MIN,6,4,693821,663978,F
778263,20250418,TEX,LAN,0,3,594798,808967,F
778269,20250418,HOU,SDN,6,4,687473,606996,F
778261,20250418,MIL,ATH,5,3,642547,669372,F
778260,20250418,ANA,SFN,2,0,542881,657277,F
778266,20250420,COL,WAS,,,622608,695418,F
778252,20250419,PHI,MIA,11,10,592836,615698,F
778265,20250419,DET,KCA,3,1,663554,607625,F
778257,20250419,CHN,ARI,6,2,676962,668678,F
778258,20250419,TOR,SEA,4,8,621244,669302,F
778262,20250419,BAL,CIN,9,5,687064,668881,F
778254,20250419,PIT,CLE,0,3,694973,594902,F
778256,20250419,NYN,SLN,3,0,673540,669461,F
778251,20250419,TEX,LAN,4,3,543135,808963,F
778247,20250419,COL,WAS,11,12,801403,669022,F
778264,20250419,BOS,CHA,4,3,676979,681343,F
778255,20250419,TBA,NYA,10,8,669358,471911,F
778259,20250419,HOU,SDN,3,2,669713,650633,F
778253,20250419,MIL,ATH,1,3,694477,622663,F
778267,20250419,ATL,MIN,4,3,519242,623437,F
778243,20250419,ANA,SFN,2,3,543294,694738,F
778250,20250420,BAL,CIN,2,24,450203,608718,F
778242,20250420,PIT,CLE,4,5,656605,671106,F
778249,20250420,ATL,MIN,6,2,656550,657746,F
778245,20250420,BOS,CHA,4,8,656557,680732,F
778248,20250420,PHI,MIA,5,7,666200,687362,F
778241,20250420,TOR,SEA,3,8,687922,622491,F
778246,20250420,DET,KCA,3,4,669373,608379,F
778244,20250420,NYN,SLN,7,4,605280,543243,F
778240,20250420,TBA,NYA,0,4,686752,608331,F
778239,20250420,MIL,ATH,14,1,701656,605488,F
778236,20250420,CHN,ARI,2,3,592791,518876,F
778234,20250420,TEX,LAN,0,1,641816,607192,F
778235,20250420,COL,WAS,2,3,607536,663623,F
778266,20250420,COL,WAS,3,1,622608,695418,F
778232,20250420,ANA,SFN,5,4,579328,434378,F
778237,20250420,HOU,SDN,2,3,664285,656302,F
778238,20250421,BOS,CHA,4,2,621111,686563,F
778227,20250421,CLE,NYA,6,4,668909,657376,F
778228,20250421,DET,SDN,6,4,672456,681190,F
778230,20250421,MIA,CIN,6,3,676974,666157,F
778225,20250421,NYN,PHI,5,4,656731,605400,F
778233,20250421,ATL,SLN,7,6,680885,607200,F
778231,20250421,HOU,TOR,7,0,686613,592332,F
778226,20250421,SFN,MIL,5,2,592662,682990,F
778218,20250422,CLE,NYA,3,2,676440,701542,F
778221,20250422,DET,SDN,0,2,656427,601713,F
778219,20250422,MIA,CIN,4,3,665795,607259,F
778222,20250422,WAS,BAL,7,0,680730,665152,F
778224,20250422,BOS,SEA,8,3,678394,682243,F
778223,20250422,NYN,PHI,5,1,656288,650911,F
778229,20250422,ATL,SLN,4,10,656240,669467,F
778215,20250422,KCA,COL,4,3,663460,663372,F
778220,20250422,CHN,LAN,11,10,684007,669160,F
778216,20250422,MIN,CHA,4,2,641927,663436,F
778217,20250422,HOU,TOR,5,1,669854,605135,F
778211,20250422,ANA,PIT,3,9,667755,663559,F
778212,20250422,ARI,TBA,5,1,694297,641793,F
778210,20250422,SFN,MIL,3,11,663855,500779,F
778213,20250422,ATH,TEX,5,8,674370,571578,F
778214,20250423,ATL,SLN,4,1,693821,571945,F
778209,20250423,DET,SDN,6,0,681857,606996,F
778203,20250423,NYN,PHI,4,3,656849,554430,F
778208,20250423,MIA,CIN,2,5,645261,663903,F
778206,20250423,CLE,NYA,1,5,682847,607074,F
778204,20250423,WAS,BAL,4,3,592866,608372,F
778207,20250423,BOS,SEA,5,8,656794,676106,F
778205,20250423,CHN,LAN,7,6,571510,676508,F
778200,20250423,HOU,TOR,3,1,687473,670102,F
778201,20250423,MIN,CHA,6,3,701581,669060,F
778202,20250423,ANA,PIT,0,3,686799,571760,F
778199,20250423,ARI,TBA,6,7,593958,671737,F
778198,20250423,SFN,MIL,4,2,657277,642547,F
778197,20250423,ATH,TEX,5,2,676664,677958,F
778195,20250424,KCA,COL,,,547179,801403,F
778189,20250424,MIN,CHA,0,3,663978,681343,F
778196,20250424,BOS,SEA,3,4,676979,693433,F
778190,20250424,KCA,COL,7,4,666142,608566,F
778195,20250424,KCA,COL,6,2,547179,801403,F
778194,20250424,SFN,MIL,6,5,694738,668964,F
778193,20250424,WAS,BAL,1,2,669022,700249,F
778191,20250424,ANA,PIT,4,3,542881,669387,F
778188,20250424,ARI,TBA,4,7,669203,656876,F
778192,20250424,ATH,TEX,4,3,669372,594798,F
778182,20250425,CHN,PHI,4,0,607067,592836,F
778183,20250425,WAS,NYN,5,4,663623,673540,F
778185,20250425,NYA,TOR,2,4,471911,621244,F
778187,20250425,KCA,HOU,2,0,607625,669713,F
778186,20250425,MIN,ANA,11,4,641154,543294,F
778184,20250425,SLN,MIL,3,2,669461,694477,F
778181,20250425,COL,CIN,7,8,607536,671096,F
778172,20250425,SDN,TBA,0,1,650633,669358,F
778177,20250425,ARI,ATL,2,8,668678,519242,F
778175,20250425,SEA,MIA,4,8,669302,615698,F
778178,20250425,ATH,CHA,6,5,622663,656457,F
778176,20250425,LAN,PIT,0,3,808967,694973,F
778171,20250425,SFN,TEX,0,2,434378,543135,F
778180,20250426,DET,BAL,,,672456,669211,F
778179,20250426,CLE,BOS,,,594902,656557,F
778179,20250426,CLE,BOS,5,4,594902,656557,F
778169,20250426,CLE,BOS,3,7,680951,621111,F
778168,20250426,DET,BAL,4,3,663554,687064,F
778180,20250426,DET,BAL,6,2,672456,669211,F
778166,20250426,MIN,ANA,5,1,680573,579328,F
778164,20250426,SLN,MIL,6,5,543243,682990,F
778161,20250426,COL,CIN,4,6,622608,668881,F
778173,20250426,WAS,NYN,0,2,695418,605280,F
778159,20250426,SFN,TEX,3,2,592662,641816,F
778174,20250426,CHN,PHI,4,10,676962,666200,F
778165,20250426,ATH,CHA,3,10,605488,656457,F
778167,20250426,KCA,HOU,2,0,608379,664285,F
778162,20250426,ARI,ATL,7,8,518876,656550,F
778160,20250426,SDN,TBA,1,4,656302,686752,F
778163,20250426,LAN,PIT,8,4,808963,656605,F
778154,20250426,SEA,MIA,14,0,622491,687362,F
778170,20250427,NYA,TOR,,,657376,605135,F
778153,20250427,WAS,NYN,8,7,680730,656731,F
778156,20250427,NYA,TOR,11,2,608331,592332,F
778170,20250427,NYA,TOR,5,1,657376,605135,F
778157,20250427,CLE,BOS,3,13,671106,678394,F
778155,20250427,DET,BAL,7,0,669373,665152,F
778144,20250427,MIN,ANA,5,0,657746,667755,F
778152,20250427,KCA,HOU,3,7,663460,686613,F
778150,20250427,SLN,MIL,1,7,607200,500779,F
778148,20250427,COL,CIN,1,8,687134,666157,F
778151,20250427,SFN,TEX,3,2,663855,683004,F
778149,20250427,ATH,CHA,3,2,674370,685126,F
778145,20250427,LAN,PIT,9,2,607192,663559,F
778146,20250427,SDN,TBA,2,4,681190,641793,F
778147,20250427,ARI,ATL,6,4,694297,680885,F
778136,20250427,SEA,MIA,7,6,688138,676974,F
778158,20250427,CHN,PHI,1,3,592791,605400,F
778138,20250428,WAS,NYN,5,19,592866,656288,F
778139,20250428,CLE,MIN,1,11,668909,641927,F
778140,20250428,BAL,NYA,4,3,608372,701542,F
778141,20250428,CIN,SLN,3,1,607259,669467,F
778143,20250428,TEX,ATH,1,2,571578,676664,F
778142,20250428,HOU,DET,8,5,669854,656427,F
778137,20250428,COL,ATL,3,6,663372,693821,F
778132,20250428,LAN,MIA,7,6,669160,665795,F
778129,20250429,CLE,MIN,2,1,676440,663978,F
778133,20250429,BAL,NYA,3,15,502043,607074,F
778135,20250429,PIT,CHN,0,9,571760,684007,F
778131,20250429,PHI,WAS,7,6,554430,669022,F
778128,20250429,TBA,KCA,1,3,671737,547179,F
778127,20250429,TOR,BOS,2,10,670102,676979,F
778130,20250429,NYN,ARI,8,3,656849,593958,F
778125,20250429,CHA,MIL,2,7,656457,642547,F
778122,20250429,TEX,ATH,15,2,594798,682052,F
778124,20250429,HOU,DET,6,4,687473,681857,F
778120,20250429,COL,ATL,2,8,608566,700363,F
778121,20250429,SEA,ANA,5,3,682243,686799,F
778126,20250429,SDN,SFN,7,4,601713,657277,F
778123,20250429,LAN,MIA,15,2,676263,645261,F
778134,20250430,CIN,SLN,,,663903,571945,F
778134,20250430,CIN,SLN,0,6,663903,571945,F
778119,20250430,CIN,SLN,1,9,695534,571927,F
778110,20250430,HOU,DET,4,7,805123,695549,F
778102,20250430,COL,ATL,2,1,801403,519242,F
778109,20250430,LAN,MIA,12,7,664062,615698,F
778104,20250430,SEA,ANA,9,3,676106,542881,F
778105,20250430,SDN,SFN,5,3,650633,694738,F
778116,20250430,CLE,MIN,4,2,682847,641154,F
778115,20250430,BAL,NYA,5,4,700249,471911,F
778112,20250430,PIT,CHN,4,3,669387,571510,F
778118,20250430,PHI,WAS,7,2,650911,663623,F
778113,20250430,TBA,KCA,0,3,656876,702070,F
778114,20250430,TOR,BOS,7,6,684320,608337,F
778117,20250430,NYN,ARI,3,4,623211,669203,F
778111,20250430,CHA,MIL,4,6,681343,668964,F
778106,20250430,TEX,ATH,1,7,543135,622663,F
778100,20250501,PIT,CHN,3,8,694973,607067,F
778107,20250501,CIN,SLN,9,1,671096,669461,F
778103,20250501,NYN,ARI,2,4,673540,668678,F
778097,20250501,TBA,KCA,2,8,669358,607625,F
778108,20250501,CLE,MIN,4,3,594902,680573,F
778094,20250501,CHA,MIL,8,0,680732,694477,F
778096,20250501,TEX,ATH,0,3,641816,605488,F
778099,20250501,PHI,WAS,2,4,592836,695418,F
778095,20250501,TOR,BOS,4,2,621244,656557,F
778101,20250501,ANA,DET,4,10,579328,663554,F
778098,20250501,SFN,COL,3,4,434378,607536,F
778087,20250502,CIN,WAS,6,1,668881,680730,F
778090,20250502,PIT,SDN,4,9,656605,656302,F
778086,20250502,PHI,ARI,3,2,666200,518876,F
778093,20250502,BAL,KCA,3,0,665152,608379,F
778088,20250502,NYA,TBA,3,0,608331,686752,F
778081,20250502,TOR,CLE,5,3,605135,671106,F
778089,20250502,BOS,MIN,6,1,678394,657746,F
778091,20250502,MIA,ATH,1,6,678368,680684,F
778092,20250502,ATL,LAN,1,2,656550,808967,F
778079,20250502,CHA,HOU,7,3,686563,664285,F
778083,20250502,TEX,SEA,1,13,683004,693433,F
778080,20250502,MIL,CHN,0,10,641302,676962,F
778084,20250502,SLN,NYN,3,9,543243,605280,F
778085,20250502,ANA,DET,1,9,667755,669373,F
778082,20250502,SFN,COL,4,0,592662,622608,F
778074,20250503,NYA,TBA,2,3,642232,641793,F
778066,20250503,CHA,HOU,3,8,663436,686613,F
778064,20250503,TOR,CLE,3,5,592332,668909,F
778065,20250503,PIT,SDN,1,2,663559,681190,F
778069,20250503,SFN,COL,6,3,663855,687134,F
778073,20250503,BOS,MIN,3,4,690928,641927,F
778075,20250503,MIA,ATH,9,6,676974,674370,F
778078,20250503,PHI,ARI,7,2,605400,694297,F
778077,20250503,CIN,WAS,6,11,666157,592866,F
778070,20250503,TEX,SEA,1,2,571578,622491,F
778071,20250503,MIL,CHN,2,6,500779,592791,F
778072,20250503,BAL,KCA,0,4,608372,663460,F
778076,20250503,ATL,LAN,3,10,680885,808963,F
778067,20250503,ANA,DET,5,2,543294,656427,F
778068,20250504,SLN,NYN,,,669467,656731,F
778053,20250504,SLN,NYN,6,5,607200,694918,F
778068,20250504,SLN,NYN,5,4,669467,656731,F
778062,20250504,BAL,KCA,6,11,502043,547179,F
778051,20250504,PIT,SDN,0,4,571760,663568,F
778063,20250504,BOS,MIN,4,5,676979,663978,F
778057,20250504,NYA,TBA,5,7,701542,671737,F
778056,20250504,TOR,CLE,4,5,670102,676440,F
778061,20250504,MIA,ATH,2,3,665795,676664,F
778059,20250504,PHI,ARI,9,11,624133,593958,F
778055,20250504,CHA,HOU,5,4,669060,621121,F
778054,20250504,MIL,CHN,4,0,642547,684007,F
