game_pk,date,home,away,home_score,away_score,home_sp,away_sp,status
746731,20240406,CIN,NYN,9,6,607259,622663,F
745031,20240406,TEX,HOU,7,2,592351,641585,F
745766,20240406,NYA,TOR,9,8,657376,592332,F
746329,20240406,KCA,CHA,3,0,608379,623167,F
746006,20240406,MIL,SEA,3,5,669084,682243,F
747140,20240406,ATL,ARI,9,8,608331,694297,F
746575,20240406,COL,TBA,6,8,663372,641302,F
745359,20240406,SFN,SDN,0,4,676775,650633,F
746248,20240406,ANA,BOS,2,1,672282,676477,F
745523,20240407,PIT,BAL,3,2,594835,665152,F
744871,20240407,WAS,PHI,3,2,669022,650911,F
747141,20240407,ATL,ARI,5,2,519242,669194,F
745765,20240407,NYA,TOR,8,3,661563,670102,F
746734,20240407,CIN,NYN,1,3,671096,640455,F
746493,20240407,DET,ATH,1,7,656427,671212,F
746330,20240407,KCA,CHA,5,3,679525,676979,F
746003,20240407,MIL,SEA,12,4,607067,676106,F
745198,20240407,SLN,MIA,3,10,502043,676974,F
746895,20240407,CHN,LAN,8,1,684007,694813,F
746574,20240407,COL,TBA,2,3,641712,686752,F
745362,20240407,SFN,SDN,3,2,657277,663362,F
746251,20240407,ANA,BOS,2,12,681217,656557,F
745032,20240407,TEX,HOU,1,3,641540,669854,F
745927,20240809,MIN,CLE,,,641927,676282,F
746654,20240408,CLE,CHA,4,0,663474,621383,F
745761,20240408,NYA,MIA,7,0,641482,666200,F
745520,20240408,PIT,DET,7,4,656605,681857,F
746735,20240408,CIN,MIL,10,8,668933,676879,F
744956,20240408,TOR,SEA,5,2,621244,622491,F
747142,20240408,ATL,NYN,7,8,450203,527054,F
745925,20240408,MIN,LAN,2,4,641927,572020,F
745194,20240408,SLN,PHI,3,5,571945,605513,F
745034,20240408,TEX,HOU,5,10,571760,668874,F
746569,20240408,COL,ARI,7,5,607536,668678,F
746252,20240408,ANA,TBA,7,1,542881,621107,F
745432,20240408,SDN,CHN,9,8,506433,665871,F
745363,20240408,SFN,WAS,1,8,605483,592866,F
745517,20240409,PIT,DET,3,5,527048,663554,F
746981,20240409,BOS,BAL,1,7,678394,669203,F
746653,20240409,CLE,CHA,5,7,671106,647336,F
746732,20240409,CIN,MIL,5,9,593423,605452,F
745762,20240409,NYA,MIA,3,2,607074,640462,F
744957,20240409,TOR,SEA,5,3,605135,669923,F
747138,20240409,ATL,NYN,6,5,625643,605288,F
746326,20240409,KCA,HOU,4,3,666142,664299,F
745924,20240409,MIN,LAN,3,6,686973,607192,F
745195,20240409,SLN,PHI,3,0,543243,554430,F
745030,20240409,TEX,ATH,3,4,543135,622072,F
746571,20240409,COL,ARI,2,3,615698,518876,F
746250,20240409,ANA,TBA,4,6,663776,650644,F
745357,20240409,SFN,WAS,3,5,690986,672851,F
745433,20240409,SDN,CHN,1,5,605397,676962,F
745923,20240410,MIN,LAN,3,2,663978,676272,F
745196,20240410,SLN,PHI,3,4,458681,605400,F
744950,20240410,TOR,SEA,1,6,579328,669302,F
746573,20240410,COL,ARI,3,5,596295,674072,F
745355,20240410,SFN,WAS,7,1,663855,571578,F
746247,20240410,ANA,TBA,2,4,667755,641793,F
746655,20240410,CLE,CHA,7,6,676440,607200,F
745429,20240410,SDN,CHN,10,2,656302,543294,F
746728,20240410,CIN,MIL,2,7,668881,489119,F
745763,20240410,NYA,MIA,2,5,573186,677960,F
746980,20240410,BOS,BAL,5,7,676710,608344,F
746323,20240410,KCA,HOU,11,2,607625,681293,F
745024,20240410,TEX,ATH,6,2,674003,548389,F
747139,20240930,ATL,NYN,,,680885,656731,F
747137,20240411,ATL,NYN,4,16,642216,500779,F
746322,20240411,KCA,HOU,13,3,663903,686613,F
745029,20240411,TEX,ATH,0,1,592351,676664,F
745601,20240411,PHI,PIT,5,1,624133,683003,F
746977,20240411,BOS,BAL,4,9,676477,680570,F
746490,20240413,DET,MIN,,,666159,680573,F
746730,20240830,CIN,MIL,,,607259,607067,F
746491,20240412,DET,MIN,8,2,669373,641154,F
745596,20240412,PHI,PIT,2,5,650911,663559,F
745112,20240412,TBA,SFN,2,1,621097,676775,F
747055,20240412,BAL,MIL,1,11,669330,642547,F
744954,20240412,TOR,COL,4,12,592332,663372,F
746978,20240412,BOS,ANA,0,7,656557,672282,F
745838,20240412,NYN,KCA,6,1,622663,608379,F
746084,20240412,MIA,ATL,1,8,669432,608331,F
746812,20240412,CHA,CIN,1,11,623167,671096,F
746408,20240412,HOU,TEX,8,12,641585,641540,F
745679,20240412,ATH,WAS,2,1,621112,663623,F
745274,20240412,SEA,CHN,4,2,682243,696136,F
747217,20240412,ARI,SLN,6,9,694297,571927,F
746162,20240412,LAN,SDN,7,8,808967,650633,F
746656,20240413,CLE,NYA,,,471911,657376,F
746656,20240413,CLE,NYA,2,3,471911,657376,F
746658,20240413,CLE,NYA,2,8,663474,547001,F
746489,20240413,DET,MIN,5,11,628317,657746,F
746490,20240413,DET,MIN,1,4,666159,680573,F
745839,20240413,NYN,KCA,7,11,640455,679525,F
746811,20240413,CHA,CIN,0,5,676979,666157,F
744953,20240413,TOR,COL,5,3,684320,641712,F
746405,20240413,HOU,TEX,9,2,669854,571760,F
745594,20240413,PHI,PIT,4,3,605513,594835,F
747054,20240413,BAL,MIL,5,11,665152,669084,F
745676,20240413,ATH,WAS,1,3,671212,669022,F
746979,20240413,BOS,ANA,7,2,681867,656288,F
745110,20240413,TBA,SFN,2,11,686752,657277,F
746082,20240413,MIA,ATL,5,1,676974,519242,F
747215,20240413,ARI,SLN,4,2,669194,502043,F
746161,20240413,LAN,SDN,5,2,694813,663362,F
745272,20240413,SEA,CHN,1,4,676106,684007,F
746975,20240414,BOS,ANA,5,4,678394,542881,F
745595,20240414,PHI,PIT,2,9,554430,656605,F
747056,20240414,BAL,MIL,6,4,669203,607067,F
744952,20240414,TOR,COL,5,0,621244,607536,F
745841,20240414,NYN,KCA,2,1,676130,666142,F
745113,20240414,TBA,SFN,9,4,542888,605483,F
746492,20240414,DET,MIN,4,3,656427,641927,F
746079,20240414,MIA,ATL,7,9,666200,450203,F
746648,20240414,CLE,NYA,8,7,671106,641482,F
746404,20240414,HOU,TEX,8,5,664299,543135,F
746810,20240414,CHA,CIN,4,11,647336,668933,F
745681,20240414,ATH,WAS,7,6,622072,592866,F
745271,20240414,SEA,CHN,2,3,622491,665871,F
747216,20240414,ARI,SLN,5,0,668678,571945,F
746164,20240414,LAN,SDN,3,6,572020,506433,F
746974,20240415,BOS,CLE,0,6,676710,675540,F
747053,20240415,BAL,MIN,7,4,608344,686973,F
746488,20240415,DET,TEX,0,1,681857,547179,F
745597,20240415,PHI,COL,2,1,605400,615698,F
746080,20240415,MIA,SFN,3,4,665795,690986,F
745106,20240415,TBA,ANA,3,7,621107,663776,F
744951,20240415,TOR,NYA,3,1,605135,661563,F
745840,20240415,NYN,PIT,6,3,605288,527048,F
746813,20240415,CHA,KCA,0,2,680897,607625,F
746002,20240415,MIL,SDN,3,7,605452,605397,F
746406,20240415,HOU,ATL,1,6,681293,670241,F
747213,20240415,ARI,CHN,2,3,518876,676962,F
745677,20240415,ATH,SLN,1,3,548389,543243,F
745268,20240415,SEA,CIN,9,3,669923,593423,F
746158,20240415,LAN,WAS,4,6,607192,680730,F
746486,20240416,DET,TEX,4,2,663554,592351,F
747051,20240416,BAL,MIN,11,3,680570,663978,F
745593,20240416,PHI,COL,5,0,624133,596295,F
746081,20240416,MIA,SFN,6,3,677960,663855,F
745108,20240416,TBA,ANA,7,6,650644,667755,F
744944,20240416,TOR,NYA,5,4,579328,607074,F
746976,20240416,BOS,CLE,7,10,676477,676440,F
745837,20240416,NYN,PIT,3,1,500779,683003,F
746004,20240416,MIL,SDN,3,6,489119,656302,F
746400,20240416,HOU,ATL,2,6,686613,625643,F
747214,20240416,ARI,CHN,12,11,674072,543294,F
745270,20240416,SEA,CIN,3,1,669302,668881,F
745674,20240416,ATH,SLN,2,3,676664,458681,F
746157,20240416,LAN,WAS,6,2,669165,571578,F
746809,20240417,CHA,KCA,,,607200,608379,F
746076,20240417,MIA,SFN,1,3,669432,676775,F
747049,20240417,BAL,MIN,4,2,544150,641154,F
745836,20240417,NYN,PIT,9,1,622663,663559,F
746487,20240417,DET,TEX,4,5,669373,641540,F
746005,20240417,MIL,SDN,1,0,669060,650633,F
746401,20240417,HOU,ATL,4,5,641585,608331,F
746807,20240417,CHA,KCA,2,4,686563,663903,F
746809,20240417,CHA,KCA,2,1,607200,608379,F
744948,20240417,TOR,NYA,4,6,592332,573186,F
746159,20240417,LAN,WAS,0,2,689017,663623,F
745671,20240417,ATH,SLN,6,3,621112,571927,F
747212,20240417,ARI,CHN,3,5,694297,696136,F
745267,20240417,SEA,CIN,5,1,682243,671096,F
745591,20240417,PHI,COL,7,6,650911,663372,F
745105,20240417,TBA,ANA,4,5,641793,672282,F
746973,20240417,BOS,CLE,2,0,656557,594902,F
745104,20240418,TBA,ANA,2,1,686752,656288,F
746485,20240418,DET,TEX,7,9,628317,683004,F
746970,20240418,BOS,CLE,4,5,657514,471911,F
745356,20240418,SFN,ARI,5,0,657277,669194,F
746891,20240420,CHN,MIA,,,684007,682610,F
746892,20240419,CHN,MIA,8,3,592791,640462,F
746729,20240419,CIN,ANA,7,1,666157,542881,F
745518,20240419,PIT,BOS,1,8,682990,678394,F
745592,20240419,PHI,CHA,7,0,605513,676979,F
744872,20240419,WAS,HOU,3,5,669022,434378,F
745758,20240419,NYA,TBA,5,3,657376,641302,F
746650,20240419,CLE,ATH,10,2,663474,671212,F
747136,20240419,ATL,TEX,8,3,519242,571760,F
746325,20240419,KCA,BAL,9,4,679525,665152,F
745922,20240419,MIN,DET,4,5,657746,656427,F
745189,20240419,SLN,MIL,1,2,502043,642547,F
745430,20240419,SDN,TOR,1,5,663362,684320,F
746160,20240419,LAN,NYN,4,9,808967,640455,F
745352,20240419,SFN,ARI,1,17,605483,656756,F
746572,20240421,COL,SEA,,,663567,676106,F
745760,20240420,NYA,TBA,0,2,641482,621107,F
745921,20240420,MIN,DET,4,3,641927,681857,F
745190,20240420,SLN,MIL,5,12,571945,669084,F
746893,20240420,CHN,MIA,2,3,665871,666200,F
746891,20240420,CHN,MIA,5,3,684007,682610,F
744865,20240420,WAS,HOU,5,4,592866,669854,F
746156,20240420,LAN,NYN,4,6,694813,676130,F
745515,20240420,PIT,BOS,2,4,656605,676710,F
745354,20240420,SFN,ARI,7,3,690986,668678,F
745590,20240420,PHI,CHA,9,5,554430,647336,F
746651,20240420,CLE,ATH,6,3,671106,622072,F
746726,20240420,CIN,ANA,7,5,668933,663776,F
746324,20240420,KCA,BAL,7,9,666142,669203,F
747135,20240420,ATL,TEX,5,2,450203,543135,F
746570,20240420,COL,SEA,0,7,641712,622491,F
745431,20240420,SDN,TOR,2,5,681190,621244,F
744866,20240421,WAS,HOU,6,0,680730,686613,F
745514,20240421,PIT,BOS,1,6,527048,670174,F
745588,20240421,PHI,CHA,8,2,605400,680897,F
745759,20240421,NYA,TBA,5,4,661563,650644,F
746727,20240421,CIN,ANA,3,0,593423,667755,F
746652,20240421,CLE,ATH,6,2,676440,548389,F
746316,20240421,KCA,BAL,0,5,607625,608344,F
745920,20240421,MIN,DET,1,6,686973,663554,F
745192,20240421,SLN,MIL,0,2,543243,607067,F
746894,20240421,CHN,MIA,3,6,543294,665795,F
746568,20240421,COL,SEA,2,1,615698,669923,F
746572,20240421,COL,SEA,2,10,663567,676106,F
745353,20240421,SFN,ARI,3,5,663855,677944,F
746154,20240421,LAN,NYN,10,0,607192,605288,F
745434,20240421,SDN,TOR,6,3,605397,605135,F
747133,20240421,ATL,TEX,4,6,670241,547179,F
745757,20240422,NYA,ATH,0,2,607074,676664,F
746723,20240422,CIN,PHI,0,7,668881,624133,F
745519,20240422,PIT,MIL,4,2,683003,605452,F
745107,20240422,TBA,DET,1,7,641793,669373,F
747134,20240422,ATL,MIA,3,0,693821,677960,F
746319,20240422,KCA,TOR,3,5,663903,579328,F
745916,20240422,MIN,CHA,7,0,663978,686563,F
745191,20240422,SLN,ARI,5,3,458681,694297,F
746565,20240422,COL,SDN,1,3,596295,656302,F
746242,20240422,ANA,BAL,2,4,672282,544150,F
745351,20240422,SFN,NYN,5,2,676775,500779,F
746647,20240423,CLE,BOS,4,1,594902,656557,F
746722,20240423,CIN,PHI,8,1,671096,650911,F
745516,20240423,PIT,MIL,2,1,663559,668964,F
744863,20240423,WAS,LAN,1,4,571578,572020,F
745102,20240423,TBA,DET,2,4,686752,628317,F
745754,20240423,NYA,ATH,4,3,573186,621112,F
747130,20240423,ATL,MIA,5,0,608331,669432,F
746888,20240423,CHN,HOU,7,2,696136,641585,F
746321,20240423,KCA,TOR,3,2,608379,592332,F
745917,20240423,MIN,CHA,6,5,641154,607200,F
745193,20240423,SLN,ARI,1,14,571927,674072,F
745026,20240423,TEX,SEA,0,4,641540,669302,F
746566,20240423,COL,SDN,7,4,663372,650633,F
746246,20240423,ANA,BAL,7,4,656288,680570,F
745348,20240423,SFN,NYN,5,1,657277,622663,F
745188,20240424,SLN,ARI,5,1,502043,656756,F
745346,20240424,SFN,NYN,2,8,676254,640455,F
746244,20240424,ANA,BAL,5,6,542881,665152,F
746649,20240424,CLE,BOS,0,8,471911,681867,F
746725,20240424,CIN,PHI,7,4,666157,605513,F
745513,20240424,PIT,MIL,2,3,676596,669060,F
744864,20240424,WAS,LAN,2,11,663623,689017,F
745099,20240424,TBA,DET,7,5,542888,656427,F
745753,20240424,NYA,ATH,7,3,657376,671212,F
747132,20240424,ATL,MIA,4,3,625643,664350,F
746889,20240424,CHN,HOU,4,3,592791,681293,F
746317,20240424,KCA,TOR,3,2,679525,684320,F
745919,20240424,MIN,CHA,6,3,657746,676979,F
745028,20240424,TEX,SEA,5,1,592351,682243,F
746567,20240424,COL,SDN,2,5,621389,663362,F
745512,20240425,PIT,MIL,5,7,656605,642547,F
746646,20240425,CLE,BOS,6,4,663474,502624,F
746724,20240425,CIN,PHI,0,5,607259,554430,F
745918,20240425,MIN,CHA,6,3,680573,647336,F
746320,20240425,KCA,TOR,2,1,666142,621244,F
746887,20240425,CHN,HOU,3,1,665871,434378,F
745027,20240425,TEX,SEA,3,4,571760,622491,F
746564,20240425,COL,SDN,10,9,641712,681190,F
744867,20240425,WAS,LAN,1,2,669022,808967,F
745755,20240425,NYA,ATH,1,3,641482,622072,F
746482,20240426,DET,KCA,0,8,681857,607625,F
747050,20240426,BAL,ATH,2,3,669203,548389,F
744949,20240426,TOR,LAN,2,12,605135,694813,F
746972,20240426,BOS,CHN,1,7,676710,684007,F
745835,20240426,NYN,SLN,2,4,676130,571945,F
746078,20240426,MIA,WAS,1,3,687424,592866,F
747129,20240426,ATL,CLE,6,2,519242,671106,F
746808,20240426,CHA,TBA,9,4,623167,621107,F
745025,20240426,TEX,CIN,2,1,543135,668933,F
746000,20240426,MIL,NYA,7,6,607067,661563,F
746243,20240426,ANA,MIN,3,5,663776,641927,F
745269,20240426,SEA,ARI,6,1,676106,668678,F
745424,20240426,SDN,PHI,3,9,605397,605400,F
745347,20240426,SFN,PIT,3,0,690986,682990,F
744946,20240427,TOR,LAN,2,4,579328,607192,F
747052,20240427,BAL,ATH,7,0,608344,676664,F
745833,20240427,NYN,SLN,4,7,605288,543243,F
745020,20240427,TEX,CIN,4,8,547179,668881,F
746971,20240427,BOS,CHN,17,0,670174,676962,F
746075,20240427,MIA,WAS,4,11,665795,680730,F
746560,20240427,COL,HOU,4,12,615698,669854,F
746484,20240427,DET,KCA,6,5,663554,663903,F
746803,20240427,CHA,TBA,8,7,686563,650644,F
745998,20240427,MIL,NYA,3,15,605452,607074,F
747131,20240427,ATL,CLE,2,4,450203,676440,F
745425,20240427,SDN,PHI,1,5,656302,624133,F
745350,20240427,SFN,PIT,3,4,663855,527048,F
746245,20240427,ANA,MIN,5,16,667755,663978,F
745266,20240427,SEA,ARI,3,1,669923,677944,F
747045,20240428,BAL,ATH,6,7,544150,621112,F
747125,20240428,ATL,CLE,4,3,693821,594902,F
744947,20240428,TOR,LAN,3,1,592332,675627,F
746483,20240428,DET,KCA,4,1,669373,608379,F
745834,20240428,NYN,SLN,4,2,500779,458681,F
746077,20240428,MIA,WAS,9,12,677960,571578,F
746805,20240428,CHA,TBA,4,2,607200,641793,F
746001,20240428,MIL,NYA,5,15,668964,573186,F
745022,20240428,TEX,CIN,4,3,641540,671096,F
746561,20240428,COL,HOU,2,8,596295,664285,F
745349,20240428,SFN,PIT,3,2,676775,683003,F
746237,20240428,ANA,MIN,5,11,672282,641154,F
745265,20240428,SEA,ARI,2,3,669302,694297,F
745428,20240428,SDN,PHI,6,8,650633,592836,F
746967,20240428,BOS,CHN,5,4,656557,669713,F
747046,20240429,BAL,NYA,2,0,680570,657376,F
746074,20240429,MIA,WAS,2,7,669432,663623,F
744945,20240429,TOR,KCA,6,5,684320,680742,F
745832,20240429,NYN,CHN,1,3,622663,592791,F
746804,20240429,CHA,MIN,2,3,676979,657746,F
745999,20240429,MIL,TBA,0,1,669060,686752,F
746236,20240429,ANA,PHI,6,5,656288,650911,F
747211,20240429,ARI,LAN,4,8,674072,572020,F
745672,20240429,ATH,PIT,5,1,671212,663559,F
745427,20240429,SDN,CIN,2,5,663362,666157,F
745263,20240429,SEA,ATL,2,1,682243,608331,F
746481,20240430,DET,SLN,,,666159,571927,F
746477,20240430,DET,SLN,1,2,656427,502043,F
746481,20240430,DET,SLN,11,6,666159,571927,F
747047,20240430,BAL,NYA,4,2,665152,641482,F
746073,20240430,MIA,COL,7,6,664350,663372,F
744942,20240430,TOR,KCA,1,4,621244,666142,F
745831,20240430,NYN,CHN,4,2,640455,665871,F
746968,20240430,BOS,SFN,4,0,681867,657277,F
746806,20240430,CHA,MIN,5,6,647336,680573,F
745997,20240430,MIL,TBA,8,2,642547,641302,F
745018,20240430,TEX,WAS,7,1,592351,669022,F
746398,20240430,HOU,CLE,10,9,686613,471911,F
746239,20240430,ANA,PHI,5,7,542881,605513,F
747210,20240430,ARI,LAN,4,3,676714,689017,F
745673,20240430,ATH,PIT,5,2,622072,656605,F
745426,20240430,SDN,CIN,6,4,506433,607259,F
745260,20240430,SEA,ATL,3,2,622491,625643,F
746478,20240501,DET,SLN,4,1,628317,571945,F
745996,20240501,MIL,TBA,7,1,607067,621107,F
746800,20240501,CHA,MIN,5,10,623167,641927,F
744939,20240501,TOR,KCA,1,6,605135,607625,F
745670,20240501,ATH,PIT,4,0,548389,682990,F
745261,20240501,SEA,ATL,2,5,676106,519242,F
746238,20240501,ANA,PHI,1,2,663776,554430,F
745423,20240501,SDN,CIN,6,2,605397,668933,F
747048,20240501,BAL,NYA,0,2,669203,661563,F
746072,20240501,MIA,COL,4,1,682610,641712,F
745829,20240501,NYN,CHN,0,1,676130,684007,F
746966,20240501,BOS,SFN,6,2,676710,669062,F
745023,20240501,TEX,WAS,0,1,571760,592866,F
746399,20240501,HOU,CLE,2,3,434378,663474,F
747207,20240501,ARI,LAN,0,8,656756,808967,F
746070,20240502,MIA,COL,5,4,665795,663567,F
747044,20240502,BAL,NYA,7,2,680694,607074,F
745830,20240502,NYN,CHN,7,6,605288,676962,F
746969,20240502,BOS,SFN,1,3,670174,690986,F
745021,20240502,TEX,WAS,6,0,543135,680730,F
746403,20240502,HOU,CLE,8,2,681293,671106,F
746890,20240503,CHN,MIL,1,3,669713,605452,F
746721,20240503,CIN,BAL,0,3,668881,608344,F
745510,20240503,PIT,COL,2,3,527048,615698,F
745589,20240503,PHI,SFN,4,3,605400,663855,F
744868,20240503,WAS,TOR,9,3,571578,579328,F
745101,20240503,TBA,NYN,10,8,650644,500779,F
745756,20240503,NYA,DET,2,1,573186,681857,F
746645,20240503,CLE,ANA,0,6,676440,667755,F
746318,20240503,KCA,TEX,7,1,663903,547179,F
746402,20240503,HOU,SEA,5,3,669854,669923,F
745914,20240503,MIN,BOS,5,2,663978,656557,F
745187,20240503,SLN,CHA,3,0,543243,641745,F
747208,20240503,ARI,SDN,1,7,677944,656302,F
745665,20240503,ATH,MIA,3,1,676664,677960,F
746152,20240503,LAN,ATL,4,3,694813,450203,F
745750,20240504,NYA,DET,5,3,657376,663554,F
745911,20240504,MIN,BOS,3,1,641154,657514,F
745183,20240504,SLN,CHA,5,6,458681,607200,F
746884,20240504,CHN,MIL,6,5,592791,668964,F
745511,20240504,PIT,COL,1,0,683003,596295,F
744862,20240504,WAS,TOR,3,6,663623,592332,F
745666,20240504,ATH,MIA,20,4,621112,669432,F
745583,20240504,PHI,SFN,14,3,624133,676775,F
746644,20240504,CLE,ANA,7,1,594902,672282,F
746720,20240504,CIN,BAL,1,2,671096,607644,F
746311,20240504,KCA,TEX,4,15,608379,641540,F
746394,20240504,HOU,SEA,0,5,664285,669302,F
745100,20240504,TBA,NYN,3,1,641793,681035,F
747209,20240504,ARI,SDN,1,13,694297,650633,F
746155,20240504,LAN,ATL,11,2,607192,693821,F
745504,20240505,PIT,COL,5,3,663559,663372,F
744861,20240505,WAS,TOR,11,8,669022,666201,F
