date,ticker,event,yes_team,winner,close_bid,close_ask,close_mid,volume,open_interest,result,settled_ts
2025-04-16,KXMLBGAME-25APR16AZMIA-MIA,KXMLBGAME-25APR16AZMIA,Miami,Arizona,42,44,0.43,20.00,41.00,no,1744840697
2025-04-16,KXMLBGAME-25APR16LAATEX-LAA,KXMLBGAME-25APR16LAATEX,Los Angeles A,Texas,53,54,0.535,122.00,318.00,no,1744845134
2025-04-16,KXMLBGAME-25APR16KCNYY-NYY,KXMLBGAME-25APR16KCNYY,New York Y,New York Y,58,59,0.585,179.00,650.00,yes,1744841655
2025-04-16,KXMLBGAME-25APR16SEACIN-SEA,KXMLBGAME-25APR16SEACIN,Seattle,Seattle,49,52,0.505,185.00,448.00,yes,1744841174
2025-04-16,KXMLBGAME-25APR16DETMIL-MIL,KXMLBGAME-25APR16DETMIL,Milwaukee,Milwaukee,56,59,0.575,0.00,0.00,yes,1744822936
2025-04-16,KXMLBGAME-25APR16WSHPIT-WSH,KXMLBGAME-25APR16WSHPIT,Washington,Pittsburgh,47,49,0.48,9.00,37.00,no,1744839625
2025-04-16,KXMLBGAME-25APR16BOSTB-TB,KXMLBGAME-25APR16BOSTB,Tampa Bay,Boston,53,55,0.54,28.00,66.00,no,1744841467
2025-04-16,KXMLBGAME-25APR16CHCSD-SD,KXMLBGAME-25APR16CHCSD,San Diego,San Diego,50,54,0.52,782.00,1590.00,yes,1744831693
2025-04-16,KXMLBGAME-25APR16ATLTOR-ATL,KXMLBGAME-25APR16ATLTOR,Atlanta,Toronto,53,57,0.55,625.00,625.00,no,1744821246
2025-04-16,KXMLBGAME-25APR16HOUSTL-STL,KXMLBGAME-25APR16HOUSTL,St. Louis,St. Louis,48,52,0.5,0.00,0.00,yes,1744822935
2025-04-16,KXMLBGAME-25APR16SFPHI-SF,KXMLBGAME-25APR16SFPHI,San Francisco,San Francisco,40,44,0.42,14.00,316.00,yes,1744842789
2025-04-16,KXMLBGAME-25APR16CLEBAL-CLE,KXMLBGAME-25APR16CLEBAL,Cleveland,Baltimore,45,47,0.46,40.00,661.00,no,1744841175
2025-04-16,KXMLBGAME-25APR16ATHCWS-CWS,KXMLBGAME-25APR16ATHCWS,Chicago WS,A's,40,41,0.405,100.00,135.00,no,1744844654
2025-04-16,KXMLBGAME-25APR16NYMMIN-NYM,KXMLBGAME-25APR16NYMMIN,New York M,Minnesota,46,48,0.47,272.00,272.00,no,1744822936
2025-04-17,KXMLBGAME-25APR17LAATEX-LAA,KXMLBGAME-25APR17LAATEX,Los Angeles A,Texas,34,38,0.36,100.00,177.00,no,1744931052
2025-04-17,KXMLBGAME-25APR17SEACIN-SEA,KXMLBGAME-25APR17SEACIN,Seattle,Seattle,45,46,0.455,255.00,181.00,yes,1744908499
2025-04-17,KXMLBGAME-25APR17KCDET-KC,KXMLBGAME-25APR17KCDET,Kansas City,Detroit,42,43,0.425,434.00,1101.00,no,1744927578
2025-04-17,KXMLBGAME-25APR17CLEBAL-CLE,KXMLBGAME-25APR17CLEBAL,Cleveland,Baltimore,45,46,0.455,66.00,1482.00,no,1744926022
2025-04-17,KXMLBGAME-25APR17STLNYM-STL,KXMLBGAME-25APR17STLNYM,St. Louis,New York M,43,44,0.435,15.00,499.00,no,1744928534
2025-04-17,KXMLBGAME-25APR17NYYTB-TB,KXMLBGAME-25APR17NYYTB,Tampa Bay,New York Y,49,50,0.495,724.00,1278.00,no,1744929197
2025-04-17,KXMLBGAME-25APR17WSHPIT-WSH,KXMLBGAME-25APR17WSHPIT,Washington,Pittsburgh,43,45,0.44,3.00,4.00,no,1744904146
2025-04-17,KXMLBGAME-25APR17ATHCWS-CWS,KXMLBGAME-25APR17ATHCWS,Chicago WS,A's,44,45,0.445,0.00,298.00,no,1744911317
2025-04-17,KXMLBGAME-25APR17SFPHI-SF,KXMLBGAME-25APR17SFPHI,San Francisco,Philadelphia,34,36,0.35,2798.00,3040.00,no,1744919591
2025-04-17,KXMLBGAME-25APR17AZMIA-MIA,KXMLBGAME-25APR17AZMIA,Miami,Arizona,42,43,0.425,428.00,3014.00,no,1744906454
2025-04-17,KXMLBGAME-25APR16COLLAD-COL,KXMLBGAME-25APR16COLLAD,Colorado,Los Angeles D,26,28,0.27,3.00,11.00,no,1744854254
2025-04-18,KXMLBGAME-25APR18MINATL2-MIN,KXMLBGAME-25APR18MINATL2,Minnesota,Atlanta,42,43,0.425,0.00,42.00,no,1745018472
2025-04-18,KXMLBGAME-25APR18MIAPHI2-PHI,KXMLBGAME-25APR18MIAPHI2,Philadelphia,Philadelphia,83,87,0.85,648.00,6869.00,yes,1745018471
2025-04-18,KXMLBGAME-25APR18SEATOR2-TOR,KXMLBGAME-25APR18SEATOR2,Toronto,Toronto,52,53,0.525,3802.00,4100.00,yes,1745018477
2025-04-18,KXMLBGAME-25APR18CLEPIT2-PIT,KXMLBGAME-25APR18CLEPIT2,Pittsburgh,Cleveland,54,61,0.575,268.00,536.00,no,1745018479
2025-04-18,KXMLBGAME-25APR18CINBAL2-CIN,KXMLBGAME-25APR18CINBAL2,Cincinnati,Cincinnati,38,43,0.405,408.00,1067.00,yes,1745018473
2025-04-18,KXMLBGAME-25APR18KCDET2-KC,KXMLBGAME-25APR18KCDET2,Kansas City,Detroit,65,69,0.67,1855.00,4646.00,no,1745018473
2025-04-18,KXMLBGAME-25APR18ATHMIL2-ATH,KXMLBGAME-25APR18ATHMIL2,A's,Milwaukee,39,40,0.395,11.00,54.00,no,1745020228
2025-04-18,KXMLBGAME-25APR18CWSBOS2-CWS,KXMLBGAME-25APR18CWSBOS2,Chicago WS,Boston,33,34,0.335,0.00,139.00,no,1745014221
2025-04-18,KXMLBGAME-25APR18AZCHC2-CHC,KXMLBGAME-25APR18AZCHC2,Chicago C,Chicago C,50,52,0.51,2471.00,5501.00,yes,1744999939
2025-04-18,KXMLBGAME-25APR18NYYTB2-NYY,KXMLBGAME-25APR18NYYTB2,New York Y,New York Y,52,54,0.53,672.00,1518.00,yes,1745018475
2025-04-18,KXMLBGAME-25APR18LADTEX2-TEX,KXMLBGAME-25APR18LADTEX2,Texas,Los Angeles D,46,50,0.48,4913.00,5128.00,no,1745018476
2025-04-18,KXMLBGAME-25APR18SDHOU2-SD,KXMLBGAME-25APR18SDHOU2,San Diego,Houston,39,40,0.395,320.00,1667.00,no,1745018474
2025-04-18,KXMLBGAME-25APR18STLNYM2-STL,KXMLBGAME-25APR18STLNYM2,St. Louis,New York M,35,36,0.355,0.00,39.00,no,1745018478
2025-04-19,KXMLBGAME-25APR19LADTEX-LAD,KXMLBGAME-25APR19LADTEX,Los Angeles D,Texas,46,50,0.48,508.00,2007.00,no,1745090060
2025-04-19,KXMLBGAME-25APR19SEATOR-TOR,KXMLBGAME-25APR19SEATOR,Toronto,Seattle,46,49,0.475,614.00,972.00,no,1745091626
2025-04-19,KXMLBGAME-25APR19CINBAL-CIN,KXMLBGAME-25APR19CINBAL,Cincinnati,Baltimore,44,46,0.45,90.00,2671.00,no,1745093543
2025-04-19,KXMLBGAME-25APR19CWSBOS-CWS,KXMLBGAME-25APR19CWSBOS,Chicago WS,Boston,23,24,0.235,23.00,113.00,no,1745092585
2025-04-19,KXMLBGAME-25APR19STLNYM-STL,KXMLBGAME-25APR19STLNYM,St. Louis,New York M,35,37,0.36,0.00,522.00,no,1745090059
2025-04-19,KXMLBGAME-25APR19CLEPIT-PIT,KXMLBGAME-25APR19CLEPIT,Pittsburgh,Cleveland,62,63,0.625,332.00,960.00,no,1745091213
2025-04-19,KXMLBGAME-25APR19MIAPHI-PHI,KXMLBGAME-25APR19MIAPHI,Philadelphia,Philadelphia,67,69,0.68,2140.00,7197.00,yes,1745082026
2025-04-19,KXMLBGAME-25APR19AZCHC-CHC,KXMLBGAME-25APR19AZCHC,Chicago C,Chicago C,52,54,0.53,378.00,738.00,yes,1745084060
2025-04-19,KXMLBGAME-25APR19KCDET-KC,KXMLBGAME-25APR19KCDET,Kansas City,Detroit,46,47,0.465,0.00,1082.00,no,1745078657
2025-04-19,KXMLBGAME-25APR19WSHCOL-WSH,KXMLBGAME-25APR19WSHCOL,Washington,Washington,56,57,0.565,182.00,690.00,yes,1745092584
2025-04-19,KXMLBGAME-25APR19NYYTB-TB,KXMLBGAME-25APR19NYYTB,Tampa Bay,Tampa Bay,52,54,0.53,1048.00,1330.00,yes,1745093542
2025-04-20,KXMLBGAME-25APR20CWSBOS-CWS,KXMLBGAME-25APR20CWSBOS,Chicago WS,Chicago WS,22,24,0.23,0.00,133.00,yes,1745170700
2025-04-20,KXMLBGAME-25APR20AZCHC-CHC,KXMLBGAME-25APR20AZCHC,Chicago C,Arizona,25,73,0.49,67.00,1864.00,no,1745179344
2025-04-20,KXMLBGAME-25APR20SEATOR-SEA,KXMLBGAME-25APR20SEATOR,Seattle,Seattle,50,53,0.515,122.00,246.00,yes,1745170700
2025-04-20,KXMLBGAME-25APR20MIAPHI-PHI,KXMLBGAME-25APR20MIAPHI,Philadelphia,Miami,73,77,0.75,1686.00,4510.00,no,1745170698
2025-04-20,KXMLBGAME-25APR20STLNYM-STL,KXMLBGAME-25APR20STLNYM,St. Louis,New York M,42,43,0.425,0.00,173.00,no,1745170696
2025-04-20,KXMLBGAME-25APR20LADTEX-LAD,KXMLBGAME-25APR20LADTEX,Los Angeles D,Los Angeles D,56,62,0.59,358.00,790.00,yes,1745171791
2025-04-20,KXMLBGAME-25APR20CINBAL-CIN,KXMLBGAME-25APR20CINBAL,Cincinnati,Cincinnati,36,38,0.37,9.00,241.00,yes,1745169744
2025-04-20,KXMLBGAME-25APR20SFLAA-SF,KXMLBGAME-25APR20SFLAA,San Francisco,Los Angeles A,43,46,0.445,53.00,330.00,no,1745178383
2025-04-20,KXMLBGAME-25APR20WSHCOL-WSH,KXMLBGAME-25APR20WSHCOL,Washington,Washington,46,50,0.48,445.00,773.00,yes,1745172858
2025-04-20,KXMLBGAME-25APR20KCDET-KC,KXMLBGAME-25APR20KCDET,Kansas City,Kansas City,31,33,0.32,1186.00,1521.00,yes,1745170699
2025-04-20,KXMLBGAME-25APR20NYYTB-TB,KXMLBGAME-25APR20NYYTB,Tampa Bay,New York Y,39,41,0.4,15.00,15.00,no,1745168303
2025-04-20,KXMLBGAME-25APR20CLEPIT-PIT,KXMLBGAME-25APR20CLEPIT,Pittsburgh,Cleveland,49,53,0.51,879.00,976.00,no,1745170697
2025-04-20,KXMLBGAME-25APR20MINATL-MIN,KXMLBGAME-25APR20MINATL,Minnesota,Atlanta,46,52,0.49,502.00,494.00,no,1745167221
2025-04-20,KXMLBGAME-25APR20SDHOU-SD,KXMLBGAME-25APR20SDHOU,San Diego,San Diego,49,55,0.52,3770.00,7156.00,yes,1745190492
2025-04-20,KXMLBGAME-25APR20ATHMIL-MIL,KXMLBGAME-25APR20ATHMIL,Milwaukee,Milwaukee,92,97,0.945,1971.00,2427.00,yes,1745176818
2025-04-21,KXMLBGAME-25APR21STLATL-STL,KXMLBGAME-25APR21STLATL,St. Louis,Atlanta,35,36,0.355,0.00,532.00,no,1745273303
2025-04-21,KXMLBGAME-25APR21CWSBOS-CWS,KXMLBGAME-25APR21CWSBOS,Chicago WS,Boston,25,27,0.26,191.00,265.00,no,1745244258
2025-04-21,KXMLBGAME-25APR21PHINYM-PHI,KXMLBGAME-25APR21PHINYM,Philadelphia,New York M,42,43,0.425,998.00,1660.00,no,1745274814
2025-04-21,KXMLBGAME-25APR21SDDET-SD,KXMLBGAME-25APR21SDDET,San Diego,Detroit,43,44,0.435,432.00,5627.00,no,1745273302
2025-04-21,KXMLBGAME-25APR21NYYCLE-NYY,KXMLBGAME-25APR21NYYCLE,New York Y,Cleveland,55,56,0.555,1123.00,8061.00,no,1745271268
2025-04-21,KXMLBGAME-25APR21CINMIA-MIA,KXMLBGAME-25APR21CINMIA,Miami,Miami,47,49,0.48,210.00,3382.00,yes,1745272834
2025-04-21,KXMLBGAME-25APR21TORHOU-TOR,KXMLBGAME-25APR21TORHOU,Toronto,Houston,43,45,0.44,26.00,356.00,no,1745277269
2025-04-22,KXMLBGAME-25APR22LADCHC-LAD,KXMLBGAME-25APR22LADCHC,Los Angeles D,Chicago C,52,53,0.525,441.00,2797.00,no,1745365224
2025-04-22,KXMLBGAME-25APR22STLATL-STL,KXMLBGAME-25APR22STLATL,St. Louis,St. Louis,41,45,0.43,0.00,281.00,yes,1745362700
2025-04-22,KXMLBGAME-25APR22CINMIA-MIA,KXMLBGAME-25APR22CINMIA,Miami,Miami,47,49,0.48,39.00,291.00,yes,1745358742
2025-04-22,KXMLBGAME-25APR22NYYCLE-NYY,KXMLBGAME-25APR22NYYCLE,New York Y,Cleveland,51,52,0.515,3683.00,10085.00,no,1745356823
2025-04-22,KXMLBGAME-25APR22COLKC-COL,KXMLBGAME-25APR22COLKC,Colorado,Kansas City,29,31,0.3,0.00,224.00,no,1745364795
2025-04-22,KXMLBGAME-25APR22BALWSH-WSH,KXMLBGAME-25APR22BALWSH,Washington,Washington,44,45,0.445,186.00,1569.00,yes,1745358743
2025-04-22,KXMLBGAME-25APR22SEABOS-SEA,KXMLBGAME-25APR22SEABOS,Seattle,Boston,47,48,0.475,50.00,1444.00,no,1745361743
2025-04-22,KXMLBGAME-25APR22SDDET-SD,KXMLBGAME-25APR22SDDET,San Diego,San Diego,45,46,0.455,950.00,2308.00,yes,1745358257
2025-04-22,KXMLBGAME-25APR22TORHOU-TOR,KXMLBGAME-25APR22TORHOU,Toronto,Houston,52,53,0.525,420.00,824.00,no,1745363667
2025-04-22,KXMLBGAME-25APR22PHINYM-PHI,KXMLBGAME-25APR22PHINYM,Philadelphia,New York M,53,54,0.535,345.00,1168.00,no,1745362699
2025-04-22,KXMLBGAME-25APR22CWSMIN-MIN,KXMLBGAME-25APR22CWSMIN,Minnesota,Minnesota,69,70,0.695,109.00,356.00,yes,1745362699
2025-04-22,KXMLBGAME-25APR21MILSF-SF,KXMLBGAME-25APR21MILSF,San Francisco,San Francisco,56,57,0.565,161.00,939.00,yes,1745283387
2025-04-23,KXMLBGAME-25APR23TORHOU-TOR,KXMLBGAME-25APR23TORHOU,Toronto,Houston,48,49,0.485,56.00,214.00,no,1745448858
2025-04-23,KXMLBGAME-25APR23PHINYM-PHI,KXMLBGAME-25APR23PHINYM,Philadelphia,New York M,52,54,0.53,301.00,1394.00,no,1745427976
2025-04-23,KXMLBGAME-25APR23SDDET-SD,KXMLBGAME-25APR23SDDET,San Diego,Detroit,40,41,0.405,127.00,2321.00,no,1745424499
2025-04-23,KXMLBGAME-25APR23LADCHC-LAD,KXMLBGAME-25APR23LADCHC,Los Angeles D,Chicago C,45,47,0.46,5578.00,8285.00,no,1745447592
2025-04-23,KXMLBGAME-25APR23BALWSH-WSH,KXMLBGAME-25APR23BALWSH,Washington,Washington,43,44,0.435,836.00,1682.00,yes,1745445868
2025-04-23,KXMLBGAME-25APR23SEABOS-SEA,KXMLBGAME-25APR23SEABOS,Seattle,Seattle,44,45,0.445,1998.00,7074.00,yes,1745446940
2025-04-23,KXMLBGAME-25APR23NYYCLE-NYY,KXMLBGAME-25APR23NYYCLE,New York Y,New York Y,60,62,0.61,2015.00,3640.00,yes,1745426230
2025-04-23,KXMLBGAME-25APR23STLATL-STL,KXMLBGAME-25APR23STLATL,St. Louis,Atlanta,38,39,0.385,413.00,1106.00,no,1745421502
2025-04-23,KXMLBGAME-25APR23CINMIA-MIA,KXMLBGAME-25APR23CINMIA,Miami,Cincinnati,51,52,0.515,295.00,1094.00,no,1745425461
2025-04-23,KXMLBGAME-25APR23CWSMIN-MIN,KXMLBGAME-25APR23CWSMIN,Minnesota,Minnesota,70,72,0.71,75.00,1347.00,yes,1745450304
2025-04-23,KXMLBGAME-25APR22PITLAA-PIT,KXMLBGAME-25APR22PITLAA,Pittsburgh,Pittsburgh,36,38,0.37,390.00,1195.00,yes,1745371224
2025-04-23,KXMLBGAME-25APR22TEXATH-TEX,KXMLBGAME-25APR22TEXATH,Texas,Texas,47,49,0.48,9.00,1093.00,yes,1745372183
2025-04-23,KXMLBGAME-25APR22MILSF-SF,KXMLBGAME-25APR22MILSF,San Francisco,Milwaukee,56,58,0.57,141.00,1300.00,no,1745371224
2025-04-23,KXMLBGAME-25APR22TBAZ-TB,KXMLBGAME-25APR22TBAZ,Tampa Bay,Arizona,37,38,0.375,151.00,172.00,no,1745368708
2025-04-24,KXMLBGAME-25APR24CWSMIN-MIN,KXMLBGAME-25APR24CWSMIN,Minnesota,Chicago WS,67,69,0.68,8313.00,9059.00,no,1745516169
2025-04-24,KXMLBGAME-25APR24COLKCG1-COL,KXMLBGAME-25APR24COLKCG1,Colorado,Kansas City,27,29,0.28,335.00,3719.00,no,1745515218
2025-04-24,KXMLBGAME-25APR24BALWSH-BAL,KXMLBGAME-25APR24BALWSH,Baltimore,Baltimore,50,51,0.505,4548.00,3812.00,yes,1745531537
2025-04-24,KXMLBGAME-25APR24MILSF-MIL,KXMLBGAME-25APR24MILSF,Milwaukee,San Francisco,40,41,0.405,534.00,2819.00,no,1745522188
2025-04-24,KXMLBGAME-25APR24SEABOS-SEA,KXMLBGAME-25APR24SEABOS,Seattle,Seattle,35,36,0.355,2604.00,2840.00,yes,1745514736
2025-04-24,KXMLBGAME-25APR23COLKC-KC,KXMLBGAME-25APR23COLKC,Kansas City,Kansas City,64,67,0.655,2168.00,21117.00,yes,1745527586
2025-04-24,KXMLBGAME-25APR23MILSF-SF,KXMLBGAME-25APR23MILSF,San Francisco,San Francisco,56,57,0.565,126.00,951.00,yes,1745456309
2025-04-24,KXMLBGAME-25APR23TBAZ-TB,KXMLBGAME-25APR23TBAZ,Tampa Bay,Tampa Bay,39,40,0.395,0.00,65.00,yes,1745458825
2025-04-24,KXMLBGAME-25APR23PITLAA-PIT,KXMLBGAME-25APR23PITLAA,Pittsburgh,Pittsburgh,45,46,0.455,187.00,1270.00,yes,1745455333
2025-04-24,KXMLBGAME-25APR23TEXATH-TEX,KXMLBGAME-25APR23TEXATH,Texas,A's,48,49,0.485,57.00,1246.00,no,1745457748
2025-04-25,KXMLBGAME-25APR25HOUKC-KC,KXMLBGAME-25APR25HOUKC,Kansas City,Kansas City,47,48,0.475,10.00,1091.00,yes,1745619868
2025-04-25,KXMLBGAME-25APR25LAAMIN-MIN,KXMLBGAME-25APR25LAAMIN,Minnesota,Minnesota,65,66,0.655,238.00,640.00,yes,1745622860
2025-04-25,KXMLBGAME-25APR25PHICHC-PHI,KXMLBGAME-25APR25PHICHC,Philadelphia,Chicago C,39,40,0.395,1184.00,17158.00,no,1745611461
2025-04-25,KXMLBGAME-25APR25MILSTL-MIL,KXMLBGAME-25APR25MILSTL,Milwaukee,St. Louis,45,46,0.455,0.00,1267.00,no,1745623989
2025-04-25,KXMLBGAME-25APR25TORNYY-TOR,KXMLBGAME-25APR25TORNYY,Toronto,Toronto,42,43,0.425,77.00,443.00,yes,1745620829
2025-04-25,KXMLBGAME-25APR25NYMWSH-WSH,KXMLBGAME-25APR25NYMWSH,Washington,Washington,36,37,0.365,0.00,1102.00,yes,1745619388
2025-04-25,KXMLBGAME-25APR24TBAZ-TB,KXMLBGAME-25APR24TBAZ,Tampa Bay,Tampa Bay,43,45,0.44,190.00,1262.00,yes,1745544507
2025-04-25,KXMLBGAME-25APR24PITLAA-PIT,KXMLBGAME-25APR24PITLAA,Pittsburgh,Los Angeles A,40,41,0.405,137.00,2036.00,no,1745541498
2025-04-25,KXMLBGAME-25APR24TEXATH-TEX,KXMLBGAME-25APR24TEXATH,Texas,A's,56,57,0.565,65.00,2438.00,no,1745544978
2025-04-26,KXMLBGAME-25APR26CWSATH-CWS,KXMLBGAME-25APR26CWSATH,Chicago WS,Chicago WS,31,32,0.315,0.00,932.00,yes,1745695337
2025-04-26,KXMLBGAME-25APR26BOSCLEG2-CLE,KXMLBGAME-25APR26BOSCLEG2,Cleveland,Boston,50,52,0.51,91.00,762.00,no,1745702419
2025-04-26,KXMLBGAME-25APR26TEXSF-TEX,KXMLBGAME-25APR26TEXSF,Texas,San Francisco,42,43,0.425,731.00,1273.00,no,1745695338
2025-04-26,KXMLBGAME-25APR26BALDETG1-DET,KXMLBGAME-25APR26BALDETG1,Detroit,Detroit,56,58,0.57,660.00,5146.00,yes,1745685983
2025-04-26,KXMLBGAME-25APR26MILSTL-STL,KXMLBGAME-25APR26MILSTL,St. Louis,St. Louis,57,58,0.575,136.00,1058.00,yes,1745689829
2025-04-26,KXMLBGAME-25APR26LAAMIN-LAA,KXMLBGAME-25APR26LAAMIN,Los Angeles A,Minnesota,45,47,0.46,2441.00,4160.00,no,1745688377
2025-04-26,KXMLBGAME-25APR26HOUKC-KC,KXMLBGAME-25APR26HOUKC,Kansas City,Kansas City,42,43,0.425,54.00,991.00,yes,1745704953
2025-04-26,KXMLBGAME-25APR26PHICHC-PHI,KXMLBGAME-25APR26PHICHC,Philadelphia,Philadelphia,51,52,0.515,0.00,1197.00,yes,1745696893
2025-04-26,KXMLBGAME-25APR26NYMWSH-WSH,KXMLBGAME-25APR26NYMWSH,Washington,New York M,35,36,0.355,515.00,1017.00,no,1745699902
2025-04-26,KXMLBGAME-25APR26CINCOL-COL,KXMLBGAME-25APR26CINCOL,Colorado,Cincinnati,34,35,0.345,14.00,553.00,no,1745693417
2025-04-26,KXMLBGAME-25APR26ATLAZ-ATL,KXMLBGAME-25APR26ATLAZ,Atlanta,Atlanta,47,48,0.475,1014.00,5564.00,yes,1745711424
2025-04-26,KXMLBGAME-25APR25PITLAD-PIT,KXMLBGAME-25APR25PITLAD,Pittsburgh,Pittsburgh,32,33,0.325,0.00,316.00,yes,1745630780
2025-04-26,KXMLBGAME-25APR25TEXSF-TEX,KXMLBGAME-25APR25TEXSF,Texas,Texas,46,47,0.465,22.00,492.00,yes,1745631266
2025-04-26,KXMLBGAME-25APR25ATLAZ-AZ,KXMLBGAME-25APR25ATLAZ,Arizona,Atlanta,45,46,0.455,41.00,1626.00,no,1745630778
2025-04-26,KXMLBGAME-25APR25CINCOL-COL,KXMLBGAME-25APR25CINCOL,Colorado,Cincinnati,44,45,0.445,219.00,782.00,no,1745627302
2025-04-26,KXMLBGAME-25APR25BOSCLE-CLE,KXMLBGAME-25APR25BOSCLE,Cleveland,Cleveland,44,56,0.5,10.00,2178.00,yes,1745684905
2025-04-26,KXMLBGAME-25APR25BALDET-DET,KXMLBGAME-25APR25BALDET,Detroit,Detroit,53,54,0.535,24505.00,48466.00,yes,1745704465
2025-04-26,KXMLBGAME-25APR25MIASEA-SEA,KXMLBGAME-25APR25MIASEA,Seattle,Miami,73,74,0.735,49.00,2167.00,no,1745628380
2025-04-26,KXMLBGAME-25APR25CWSATH-CWS,KXMLBGAME-25APR25CWSATH,Chicago WS,A's,30,31,0.305,49.00,290.00,no,1745630304
2025-04-26,KXMLBGAME-25APR25TBSD-TB,KXMLBGAME-25APR25TBSD,Tampa Bay,Tampa Bay,42,43,0.425,0.00,321.00,yes,1745628857
2025-04-27,KXMLBGAME-25APR27MIASEA-SEA,KXMLBGAME-25APR27MIASEA,Seattle,Seattle,57,58,0.575,1.00,567.00,yes,1745782950
2025-04-27,KXMLBGAME-25APR27TEXSF-TEX,KXMLBGAME-25APR27TEXSF,Texas,San Francisco,43,44,0.435,380.00,1162.00,no,1745781864
2025-04-27,KXMLBGAME-25APR27PHICHC-PHI,KXMLBGAME-25APR27PHICHC,Philadelphia,Philadelphia,45,47,0.46,1459.00,1653.00,yes,1745793387
2025-04-27,KXMLBGAME-25APR27BOSCLE-CLE,KXMLBGAME-25APR27BOSCLE,Cleveland,Boston,49,50,0.495,173.00,386.00,no,1745773820
2025-04-27,KXMLBGAME-25APR27CWSATH-CWS,KXMLBGAME-25APR27CWSATH,Chicago WS,A's,35,37,0.36,265.00,639.00,no,1745781381
2025-04-27,KXMLBGAME-25APR27TORNYYG1-TOR,KXMLBGAME-25APR27TORNYYG1,Toronto,New York Y,35,37,0.36,48.00,154.00,no,1745774299
2025-04-27,KXMLBGAME-25APR27CINCOL-CIN,KXMLBGAME-25APR27CINCOL,Cincinnati,Cincinnati,62,63,0.625,5409.00,6277.00,yes,1745778384
2025-04-27,KXMLBGAME-25APR27PITLAD-PIT,KXMLBGAME-25APR27PITLAD,Pittsburgh,Los Angeles D,24,25,0.245,151.00,1091.00,no,1745782427
2025-04-27,KXMLBGAME-25APR27MILSTL-MIL,KXMLBGAME-25APR27MILSTL,Milwaukee,Milwaukee,51,52,0.515,301.00,960.00,yes,1745775268
2025-04-27,KXMLBGAME-25APR27HOUKC-KC,KXMLBGAME-25APR27HOUKC,Kansas City,Houston,43,44,0.435,114.00,167.00,no,1745774775
2025-04-27,KXMLBGAME-25APR27LAAMIN-MIN,KXMLBGAME-25APR27LAAMIN,Minnesota,Minnesota,61,62,0.615,34.00,34.00,yes,1745772272
2025-04-27,KXMLBGAME-25APR27ATLAZ-ATL,KXMLBGAME-25APR27ATLAZ,Atlanta,Arizona,53,54,0.535,0.00,1587.00,no,1745782426
2025-04-27,KXMLBGAME-25APR27BALDET-DET,KXMLBGAME-25APR27BALDET,Detroit,Detroit,68,69,0.685,19.00,19.00,yes,1745772271
2025-04-27,KXMLBGAME-25APR27TBSD-TB,KXMLBGAME-25APR27TBSD,Tampa Bay,Tampa Bay,50,51,0.505,103.00,122.00,yes,1745781865
2025-04-27,KXMLBGAME-25APR27NYMWSH-NYM,KXMLBGAME-25APR27NYMWSH,New York M,Washington,58,59,0.585,565.00,675.00,no,1745774300
2025-04-27,KXMLBGAME-25APR26TORNYY-TOR,KXMLBGAME-25APR26TORNYY,Toronto,New York Y,38,43,0.405,129.00,1231.00,no,1745786430
2025-04-28,KXMLBGAME-25APR28NYYBAL-NYY,KXMLBGAME-25APR28NYYBAL,New York Y,Baltimore,55,57,0.56,3730.00,11143.00,no,1745878113
2025-04-28,KXMLBGAME-25APR28ATHTEX-TEX,KXMLBGAME-25APR28ATHTEX,Texas,A's,50,51,0.505,259.00,7118.00,no,1745883615
2025-04-28,KXMLBGAME-25APR28MINCLE-MIN,KXMLBGAME-25APR28MINCLE,Minnesota,Minnesota,45,47,0.46,3489.00,4729.00,yes,1745876662
2025-04-28,KXMLBGAME-25APR28STLCIN-STL,KXMLBGAME-25APR28STLCIN,St. Louis,Cincinnati,46,48,0.47,146.00,639.00,no,1745875587
2025-04-28,KXMLBGAME-25APR28NYMWSH-WSH,KXMLBGAME-25APR28NYMWSH,Washington,New York M,38,39,0.385,784.00,3240.00,no,1745869583
2025-04-28,KXMLBGAME-25APR28DETHOU-HOU,KXMLBGAME-25APR28DETHOU,Houston,Houston,51,52,0.515,16.00,1320.00,yes,1745883614
2025-04-29,KXMLBGAME-25APR29ATHTEX-ATH,KXMLBGAME-25APR29ATHTEX,A's,Texas,34,36,0.35,937.00,1031.00,no,1745969308
2025-04-29,KXMLBGAME-25APR29ATLCOL-COL,KXMLBGAME-25APR29ATLCOL,Colorado,Atlanta,34,36,0.35,42.00,52.00,no,1745970267
2025-04-29,KXMLBGAME-25APR29AZNYM-NYM,KXMLBGAME-25APR29AZNYM,New York M,New York M,57,58,0.575,66.00,1000.00,yes,1745965334
2025-04-29,KXMLBGAME-25APR29BOSTOR-TOR,KXMLBGAME-25APR29BOSTOR,Toronto,Boston,42,43,0.425,0.00,87.00,no,1745964861
2025-04-29,KXMLBGAME-25APR29NYYBAL-NYY,KXMLBGAME-25APR29NYYBAL,New York Y,New York Y,62,63,0.625,831.00,3811.00,yes,1745964861
2025-04-29,KXMLBGAME-25APR29DETHOU-HOU,KXMLBGAME-25APR29DETHOU,Houston,Houston,52,53,0.525,45.00,258.00,yes,1745969784
