date,ticker,event,yes_team,winner,close_bid,close_ask,close_mid,volume,open_interest,result,settled_ts
2025-05-23,KXMLBGAME-25MAY22BALBOS-BOS,KXMLBGAME-25MAY22BALBOS,Boston,Boston,53,56,0.545,21152.00,48480.00,yes,1748021682
2025-05-24,KXMLBGAME-25MAY24MILPIT-MIL,KXMLBGAME-25MAY24MILPIT,Milwaukee,Pittsburgh,50,51,0.505,695.00,4292.00,no,1748113702
2025-05-24,KXMLBGAME-25MAY24LADNYM-NYM,KXMLBGAME-25MAY24LADNYM,New York M,New York M,51,52,0.515,1458.00,4316.00,yes,1748125459
2025-05-24,KXMLBGAME-25MAY24NYYCOL-NYY,KXMLBGAME-25MAY24NYYCOL,New York Y,New York Y,74,75,0.745,2040.00,24367.00,yes,1748114911
2025-05-24,KXMLBGAME-25MAY24SDATL-SD,KXMLBGAME-25MAY24SDATL,San Diego,Atlanta,49,50,0.495,1401.00,2337.00,no,1748114422
2025-05-24,KXMLBGAME-25MAY24BALBOSG2-BOS,KXMLBGAME-25MAY24BALBOSG2,Boston,Baltimore,54,56,0.55,2965.00,3155.00,no,1748123792
2025-05-24,KXMLBGAME-25MAY24TORTB-TOR,KXMLBGAME-25MAY24TORTB,Toronto,Tampa Bay,47,48,0.475,125.00,349.00,no,1748124045
2025-05-24,KXMLBGAME-25MAY24CHCCIN-CHC,KXMLBGAME-25MAY24CHCCIN,Chicago C,Cincinnati,51,52,0.515,105.00,3012.00,no,1748115638
2025-05-24,KXMLBGAME-25MAY24SEAHOU-SEA,KXMLBGAME-25MAY24SEAHOU,Seattle,Houston,50,51,0.505,4160.00,10604.00,no,1748114673
2025-05-24,KXMLBGAME-25MAY24AZSTL-STL,KXMLBGAME-25MAY24AZSTL,St. Louis,St. Louis,52,54,0.53,433.00,3427.00,yes,1748107597
2025-05-24,KXMLBGAME-25MAY24CLEDET-DET,KXMLBGAME-25MAY24CLEDET,Detroit,Cleveland,57,59,0.58,2218.00,13553.00,no,1748127148
2025-05-24,KXMLBGAME-25MAY24KCMIN-MIN,KXMLBGAME-25MAY24KCMIN,Minnesota,Minnesota,53,54,0.535,1452.00,3885.00,yes,1748108298
2025-05-24,KXMLBGAME-25MAY24SFWSH-SF,KXMLBGAME-25MAY24SFWSH,San Francisco,Washington,59,60,0.595,1643.00,4030.00,no,1748111604
2025-05-24,KXMLBGAME-25MAY24TEXCWS-TEX,KXMLBGAME-25MAY24TEXCWS,Texas,Chicago WS,60,61,0.605,40.00,4495.00,no,1748116345
2025-05-24,KXMLBGAME-25MAY23PHIATH-PHI,KXMLBGAME-25MAY23PHIATH,Philadelphia,Philadelphia,66,67,0.665,1107.00,6669.00,yes,1748049868
2025-05-24,KXMLBGAME-25MAY23LADNYM-NYM,KXMLBGAME-25MAY23LADNYM,New York M,Los Angeles D,47,51,0.49,696.00,14219.00,no,1748050465
2025-05-24,KXMLBGAME-25MAY23BALBOSG2-BAL,KXMLBGAME-25MAY23BALBOSG2,Baltimore,Boston,48,51,0.495,2449.00,22057.00,no,1748106868
2025-05-24,KXMLBGAME-25MAY23MIALAA-MIA,KXMLBGAME-25MAY23MIALAA,Miami,Los Angeles A,40,41,0.405,7.00,1282.00,no,1748048904
2025-05-25,KXMLBGAME-25MAY25BALBOS-BAL,KXMLBGAME-25MAY25BALBOS,Baltimore,Baltimore,44,46,0.45,332.00,343.00,yes,1748191947
2025-05-25,KXMLBGAME-25MAY25CHCCIN-CHC,KXMLBGAME-25MAY25CHCCIN,Chicago C,Chicago C,55,56,0.555,4296.00,5968.00,yes,1748194099
2025-05-25,KXMLBGAME-25MAY25SDATL-SD,KXMLBGAME-25MAY25SDATL,San Diego,San Diego,41,42,0.415,1578.00,1962.00,yes,1748200588
2025-05-25,KXMLBGAME-25MAY25SFWSH-WSH,KXMLBGAME-25MAY25SFWSH,Washington,San Francisco,40,42,0.41,271.00,24910.00,no,1748190760
2025-05-25,KXMLBGAME-25MAY25LADNYM-NYM,KXMLBGAME-25MAY25LADNYM,New York M,New York M,50,52,0.51,1879.00,3096.00,yes,1748211861
2025-05-25,KXMLBGAME-25MAY25TEXCWS-TEX,KXMLBGAME-25MAY25TEXCWS,Texas,Texas,51,52,0.515,601.00,1351.00,yes,1748194098
2025-05-25,KXMLBGAME-25MAY25AZSTL-STL,KXMLBGAME-25MAY25AZSTL,St. Louis,St. Louis,51,54,0.525,641.00,936.00,yes,1748193882
2025-05-25,KXMLBGAME-25MAY25CLEDET-DET,KXMLBGAME-25MAY25CLEDET,Detroit,Detroit,71,73,0.72,3167.00,5079.00,yes,1748183059
2025-05-25,KXMLBGAME-25MAY25SEAHOU-SEA,KXMLBGAME-25MAY25SEAHOU,Seattle,Houston,55,56,0.555,332.00,1100.00,no,1748195300
2025-05-25,KXMLBGAME-25MAY25NYYCOL-NYY,KXMLBGAME-25MAY25NYYCOL,New York Y,New York Y,61,69,0.65,17547.00,70088.00,yes,1748204909
2025-05-25,KXMLBGAME-25MAY25KCMIN-MIN,KXMLBGAME-25MAY25KCMIN,Minnesota,Kansas City,51,52,0.515,254.00,3236.00,no,1748193883
2025-05-25,KXMLBGAME-25MAY25TORTB-TOR,KXMLBGAME-25MAY25TORTB,Toronto,Tampa Bay,49,51,0.5,1634.00,3680.00,no,1748192546
2025-05-25,KXMLBGAME-25MAY25MILPIT-PIT,KXMLBGAME-25MAY25MILPIT,Pittsburgh,Milwaukee,40,41,0.405,343.00,1511.00,no,1748193751
2025-05-25,KXMLBGAME-25MAY25MIALAA-MIA,KXMLBGAME-25MAY25MIALAA,Miami,Miami,49,50,0.495,368.00,1514.00,yes,1748200342
2025-05-25,KXMLBGAME-25MAY25PHIATH-PHI,KXMLBGAME-25MAY25PHIATH,Philadelphia,A's,64,65,0.645,230.00,6525.00,no,1748199868
2025-05-25,KXMLBGAME-25MAY24MIALAA-MIA,KXMLBGAME-25MAY24MIALAA,Miami,Miami,34,35,0.345,3049.00,6388.00,yes,1748136510
2025-05-25,KXMLBGAME-25MAY24PHIATH-PHI,KXMLBGAME-25MAY24PHIATH,Philadelphia,Philadelphia,60,61,0.605,11262.00,14912.00,yes,1748140239
2025-05-26,KXMLBGAME-25MAY26CWSNYM-NYM,KXMLBGAME-25MAY26CWSNYM,New York M,New York M,71,72,0.715,1169.00,3563.00,yes,1748288672
2025-05-26,KXMLBGAME-25MAY26SFDET-SF,KXMLBGAME-25MAY26SFDET,San Francisco,Detroit,50,51,0.505,12627.00,14959.00,no,1748275830
2025-05-26,KXMLBGAME-25MAY26PITAZ-PIT,KXMLBGAME-25MAY26PITAZ,Pittsburgh,Arizona,36,37,0.365,778.00,3054.00,no,1748301254
2025-05-26,KXMLBGAME-25MAY26CINKC-CIN,KXMLBGAME-25MAY26CINKC,Cincinnati,Cincinnati,46,47,0.465,165.00,1579.00,yes,1748287470
2025-05-26,KXMLBGAME-25MAY26STLBAL-STL,KXMLBGAME-25MAY26STLBAL,St. Louis,Baltimore,52,53,0.525,4701.00,62280.00,no,1748282676
2025-05-26,KXMLBGAME-25MAY26LADCLE-LAD,KXMLBGAME-25MAY26LADCLE,Los Angeles D,Los Angeles D,60,61,0.605,3015.00,5847.00,yes,1748295506
2025-05-26,KXMLBGAME-25MAY26COLCHC-COL,KXMLBGAME-25MAY26COLCHC,Colorado,Chicago C,25,26,0.255,1829.00,5436.00,no,1748280260
2025-05-26,KXMLBGAME-25MAY26MINTB-TB,KXMLBGAME-25MAY26MINTB,Tampa Bay,Tampa Bay,51,52,0.515,506.00,1361.00,yes,1748297788
2025-05-26,KXMLBGAME-25MAY26BOSMIL-MIL,KXMLBGAME-25MAY26BOSMIL,Milwaukee,Milwaukee,41,42,0.415,2690.00,51431.00,yes,1748280877
2025-05-26,KXMLBGAME-25MAY26TORTEX-TOR,KXMLBGAME-25MAY26TORTEX,Toronto,Toronto,44,45,0.445,83.00,1844.00,yes,1748286373
2025-05-27,KXMLBGAME-25MAY27ATHHOU-ATH,KXMLBGAME-25MAY27ATHHOU,A's,Houston,31,32,0.315,147.00,2925.00,no,1748388497
2025-05-27,KXMLBGAME-25MAY27CINKC-KC,KXMLBGAME-25MAY27CINKC,Kansas City,Cincinnati,52,54,0.53,1508.00,2499.00,no,1748385989
2025-05-27,KXMLBGAME-25MAY27CWSNYM-NYM,KXMLBGAME-25MAY27CWSNYM,New York M,New York M,71,72,0.715,302.00,2266.00,yes,1748385498
2025-05-27,KXMLBGAME-25MAY27SFDET-SF,KXMLBGAME-25MAY27SFDET,San Francisco,Detroit,51,52,0.515,593.00,2310.00,no,1748381303
2025-05-27,KXMLBGAME-25MAY27TORTEX-TOR,KXMLBGAME-25MAY27TORTEX,Toronto,Texas,42,43,0.425,249.00,937.00,no,1748388259
2025-05-27,KXMLBGAME-25MAY27LADCLE-LAD,KXMLBGAME-25MAY27LADCLE,Los Angeles D,Los Angeles D,54,55,0.545,2886.00,8839.00,yes,1748381901
2025-05-27,KXMLBGAME-25MAY27ATLPHI-ATL,KXMLBGAME-25MAY27ATLPHI,Atlanta,Philadelphia,49,50,0.495,1581.00,6999.00,no,1748383573
2025-05-27,KXMLBGAME-25MAY27COLCHC-COL,KXMLBGAME-25MAY27COLCHC,Colorado,Chicago C,25,26,0.255,147.00,1847.00,no,1748389462
2025-05-27,KXMLBGAME-25MAY27MINTB-MIN,KXMLBGAME-25MAY27MINTB,Minnesota,Minnesota,53,54,0.535,2063.00,4416.00,yes,1748383573
2025-05-27,KXMLBGAME-25MAY27BOSMIL-BOS,KXMLBGAME-25MAY27BOSMIL,Boston,Milwaukee,49,50,0.495,1039.00,2003.00,no,1748388021
2025-05-27,KXMLBGAME-25MAY27STLBAL-STL,KXMLBGAME-25MAY27STLBAL,St. Louis,St. Louis,53,54,0.535,818.00,4046.00,yes,1748383699
2025-05-27,KXMLBGAME-25MAY26NYYLAA-NYY,KXMLBGAME-25MAY26NYYLAA,New York Y,New York Y,62,63,0.625,2260.00,6174.00,yes,1748307030
2025-05-27,KXMLBGAME-25MAY26MIASD-MIA,KXMLBGAME-25MAY26MIASD,Miami,San Diego,40,42,0.41,1281.00,2543.00,no,1748305110
2025-05-28,KXMLBGAME-25MAY28COLCHC-COL,KXMLBGAME-25MAY28COLCHC,Colorado,Chicago C,24,25,0.245,247.00,1092.00,no,1748473349
2025-05-28,KXMLBGAME-25MAY28ATHHOU-ATH,KXMLBGAME-25MAY28ATHHOU,A's,Houston,43,44,0.435,218.00,749.00,no,1748453690
2025-05-28,KXMLBGAME-25MAY28TORTEX-TOR,KXMLBGAME-25MAY28TORTEX,Toronto,Toronto,44,45,0.445,58.00,2840.00,yes,1748474311
2025-05-28,KXMLBGAME-25MAY28MINTB-TB,KXMLBGAME-25MAY28MINTB,Tampa Bay,Tampa Bay,53,54,0.535,2385.00,2748.00,yes,1748448870
2025-05-28,KXMLBGAME-25MAY28MIASD-SD,KXMLBGAME-25MAY28MIASD,San Diego,Miami,58,59,0.585,4400.00,6322.00,no,1748460383
2025-05-28,KXMLBGAME-25MAY28SFDET-SF,KXMLBGAME-25MAY28SFDET,San Francisco,Detroit,48,49,0.485,2107.00,2723.00,no,1748450073
2025-05-28,KXMLBGAME-25MAY28CINKC-KC,KXMLBGAME-25MAY28CINKC,Kansas City,Kansas City,47,48,0.475,383.00,2162.00,yes,1748472512
2025-05-28,KXMLBGAME-25MAY28STLBAL-STL,KXMLBGAME-25MAY28STLBAL,St. Louis,St. Louis,49,50,0.495,6446.00,37021.00,yes,1748472511
2025-05-28,KXMLBGAME-25MAY28PITAZ-PIT,KXMLBGAME-25MAY28PITAZ,Pittsburgh,Pittsburgh,44,45,0.445,1174.00,1872.00,yes,1748458713
2025-05-28,KXMLBGAME-25MAY28BOSMIL-MIL,KXMLBGAME-25MAY28BOSMIL,Milwaukee,Milwaukee,58,59,0.585,3616.00,5999.00,yes,1748452817
2025-05-28,KXMLBGAME-25MAY28CWSNYM-NYM,KXMLBGAME-25MAY28CWSNYM,New York M,Chicago WS,68,69,0.685,2318.00,7705.00,no,1748452226
2025-05-28,KXMLBGAME-25MAY28LADCLE-LAD,KXMLBGAME-25MAY28LADCLE,Los Angeles D,Cleveland,61,62,0.615,1107.00,13023.00,no,1748449591
2025-05-28,KXMLBGAME-25MAY27PITAZ-PIT,KXMLBGAME-25MAY27PITAZ,Pittsburgh,Pittsburgh,29,30,0.295,3.00,1085.00,yes,1748394630
2025-05-28,KXMLBGAME-25MAY27NYYLAA-NYY,KXMLBGAME-25MAY27NYYLAA,New York Y,New York Y,65,66,0.655,644.00,2417.00,yes,1748394031
2025-05-28,KXMLBGAME-25MAY27WSHSEA-WSH,KXMLBGAME-25MAY27WSHSEA,Washington,Seattle,39,40,0.395,45.00,517.00,no,1748392703
2025-05-28,KXMLBGAME-25MAY27MIASD-SD,KXMLBGAME-25MAY27MIASD,San Diego,San Diego,60,61,0.605,1412.00,3667.00,yes,1748394978
2025-05-29,KXMLBGAME-25MAY29ATHTOR-TOR,KXMLBGAME-25MAY29ATHTOR,Toronto,Toronto,60,61,0.605,5093.00,8723.00,yes,1748557974
2025-05-29,KXMLBGAME-25MAY29ATLPHIG2-PHI,KXMLBGAME-25MAY29ATLPHIG2,Philadelphia,Atlanta,47,48,0.475,8104.00,20191.00,no,1748557961
2025-05-29,KXMLBGAME-25MAY28NYYLAA-NYY,KXMLBGAME-25MAY28NYYLAA,New York Y,New York Y,60,61,0.605,948.00,4407.00,yes,1748480788
2025-05-29,KXMLBGAME-25MAY28ATLPHI-PHI,KXMLBGAME-25MAY28ATLPHI,Philadelphia,Philadelphia,59,60,0.595,4269.00,13311.00,yes,1748537178
2025-05-29,KXMLBGAME-25MAY28WSHSEA-WSH,KXMLBGAME-25MAY28WSHSEA,Washington,Washington,33,34,0.335,39.00,816.00,yes,1748479217
2025-05-30,KXMLBGAME-25MAY30STLTEX-TEX,KXMLBGAME-25MAY30STLTEX,Texas,Texas,45,46,0.455,0.00,642.00,yes,1748647574
2025-05-30,KXMLBGAME-25MAY30TBHOU-TB,KXMLBGAME-25MAY30TBHOU,Tampa Bay,Houston,41,42,0.415,324.00,1045.00,no,1748645796
2025-05-30,KXMLBGAME-25MAY30DETKC-DET,KXMLBGAME-25MAY30DETKC,Detroit,Detroit,53,54,0.535,1370.00,11899.00,yes,1748649160
2025-05-30,KXMLBGAME-25MAY30CWSBAL-CWS,KXMLBGAME-25MAY30CWSBAL,Chicago WS,Baltimore,34,35,0.345,2665.00,3822.00,no,1748634039
2025-05-30,KXMLBGAME-25MAY30CINCHC-CIN,KXMLBGAME-25MAY30CINCHC,Cincinnati,Cincinnati,39,40,0.395,2248.00,10174.00,yes,1748625759
2025-05-30,KXMLBGAME-25MAY30ATHTOR-TOR,KXMLBGAME-25MAY30ATHTOR,Toronto,Toronto,62,63,0.625,679.00,4043.00,yes,1748645191
2025-05-30,KXMLBGAME-25MAY30LAACLE-LAA,KXMLBGAME-25MAY30LAACLE,Los Angeles A,Los Angeles A,43,44,0.435,812.00,2154.00,yes,1748645555
2025-05-30,KXMLBGAME-25MAY30SFMIA-SF,KXMLBGAME-25MAY30SFMIA,San Francisco,San Francisco,59,60,0.595,8129.00,10176.00,yes,1748644412
2025-05-30,KXMLBGAME-25MAY30COLNYM-COL,KXMLBGAME-25MAY30COLNYM,Colorado,New York M,25,26,0.255,549.00,1477.00,no,1748642801
2025-05-30,KXMLBGAME-25MAY30MILPHI-MIL,KXMLBGAME-25MAY30MILPHI,Milwaukee,Milwaukee,46,47,0.465,10319.00,11341.00,yes,1748642192
2025-05-30,KXMLBGAME-25MAY30BOSATL-BOS,KXMLBGAME-25MAY30BOSATL,Boston,Boston,38,40,0.39,155.00,6822.00,yes,1748647575
2025-05-30,KXMLBGAME-25MAY29TBHOU-TB,KXMLBGAME-25MAY29TBHOU,Tampa Bay,Tampa Bay,48,49,0.485,371.00,4258.00,yes,1748563346
2025-05-30,KXMLBGAME-25MAY29WSHSEA-WSH,KXMLBGAME-25MAY29WSHSEA,Washington,Washington,47,49,0.48,529.00,4471.00,yes,1748568259
2025-05-31,KXMLBGAME-25MAY31STLTEX-STL,KXMLBGAME-25MAY31STLTEX,St. Louis,St. Louis,57,58,0.575,454.00,1806.00,yes,1748718744
2025-05-31,KXMLBGAME-25MAY31MILPHI-PHI,KXMLBGAME-25MAY31MILPHI,Philadelphia,Milwaukee,62,63,0.625,2567.00,4798.00,no,1748719475
2025-05-31,KXMLBGAME-25MAY31COLNYM-NYM,KXMLBGAME-25MAY31COLNYM,New York M,New York M,76,77,0.765,722.00,10263.00,yes,1748718874
2025-05-31,KXMLBGAME-25MAY31LAACLE-LAA,KXMLBGAME-25MAY31LAACLE,Los Angeles A,Cleveland,39,40,0.395,331.00,3875.00,no,1748720297
2025-05-31,KXMLBGAME-25MAY31CWSBAL-CWS,KXMLBGAME-25MAY31CWSBAL,Chicago WS,Baltimore,39,40,0.395,209.00,3685.00,no,1748719477
2025-05-31,KXMLBGAME-25MAY31ATHTOR-ATH,KXMLBGAME-25MAY31ATHTOR,A's,Toronto,41,42,0.415,33.00,1291.00,no,1748715988
2025-05-31,KXMLBGAME-25MAY31DETKC-DET,KXMLBGAME-25MAY31DETKC,Detroit,Kansas City,62,63,0.625,1124.00,1849.00,no,1748717783
2025-05-31,KXMLBGAME-25MAY31CINCHC-CIN,KXMLBGAME-25MAY31CINCHC,Cincinnati,Chicago C,37,39,0.38,2753.00,5651.00,no,1748712053
2025-05-31,KXMLBGAME-25MAY31NYYLAD-NYY,KXMLBGAME-25MAY31NYYLAD,New York Y,Los Angeles D,52,53,0.525,905.00,4241.00,no,1748732314
2025-05-31,KXMLBGAME-25MAY31MINSEA-SEA,KXMLBGAME-25MAY31MINSEA,Seattle,Seattle,50,51,0.505,4917.00,7002.00,yes,1748735443
2025-05-31,KXMLBGAME-25MAY31SFMIA-SF,KXMLBGAME-25MAY31SFMIA,San Francisco,Miami,56,58,0.57,2344.00,4469.00,no,1748718140
2025-05-31,KXMLBGAME-25MAY31BOSATL-BOS,KXMLBGAME-25MAY31BOSATL,Boston,Atlanta,37,38,0.375,20.00,2481.00,no,1748718384
2025-05-31,KXMLBGAME-25MAY31TBHOU-TB,KXMLBGAME-25MAY31TBHOU,Tampa Bay,Tampa Bay,45,46,0.455,8.00,4211.00,yes,1748719476
2025-05-31,KXMLBGAME-25MAY30WSHAZ-WSH,KXMLBGAME-25MAY30WSHAZ,Washington,Washington,34,35,0.345,3562.00,14238.00,yes,1748654658
2025-05-31,KXMLBGAME-25MAY30MINSEA-SEA,KXMLBGAME-25MAY30MINSEA,Seattle,Minnesota,58,59,0.585,599.00,10273.00,no,1748655638
2025-05-31,KXMLBGAME-25MAY30PITSD-SD,KXMLBGAME-25MAY30PITSD,San Diego,San Diego,63,64,0.635,20652.00,25513.00,yes,1748651183
2025-05-31,KXMLBGAME-25MAY30NYYLAD-NYY,KXMLBGAME-25MAY30NYYLAD,New York Y,Los Angeles D,55,56,0.555,1537.00,12201.00,no,1748655748
2025-06-01,KXMLBGAME-25JUN01MINSEA-SEA,KXMLBGAME-25JUN01MINSEA,Seattle,Seattle,55,56,0.555,401.00,1756.00,yes,1748805376
2025-06-01,KXMLBGAME-25JUN01PITSD-SD,KXMLBGAME-25JUN01PITSD,San Diego,San Diego,57,58,0.575,2666.00,5497.00,yes,1748810550
2025-06-01,KXMLBGAME-25JUN01CINCHC-CIN,KXMLBGAME-25JUN01CINCHC,Cincinnati,Chicago C,40,41,0.405,160.00,2344.00,no,1748799498
2025-06-01,KXMLBGAME-25JUN01SFMIA-SF,KXMLBGAME-25JUN01SFMIA,San Francisco,San Francisco,52,53,0.525,9705.00,9444.00,yes,1748797249
2025-06-01,KXMLBGAME-25JUN01CWSBAL-CWS,KXMLBGAME-25JUN01CWSBAL,Chicago WS,Baltimore,39,40,0.395,2783.00,2894.00,no,1748795907
2025-06-01,KXMLBGAME-25JUN01NYYLAD-NYY,KXMLBGAME-25JUN01NYYLAD,New York Y,New York Y,39,40,0.395,24859.00,46154.00,yes,1748818875
2025-06-01,KXMLBGAME-25JUN01ATHTOR-TOR,KXMLBGAME-25JUN01ATHTOR,Toronto,Toronto,70,71,0.705,1933.00,3928.00,yes,1748797849
2025-06-01,KXMLBGAME-25JUN01BOSATL-BOS,KXMLBGAME-25JUN01BOSATL,Boston,Boston,51,52,0.515,1615.00,973.00,yes,1748796855
2025-06-01,KXMLBGAME-25JUN01MILPHI-MIL,KXMLBGAME-25JUN01MILPHI,Milwaukee,Milwaukee,39,41,0.4,6638.00,6597.00,yes,1748796854
2025-06-01,KXMLBGAME-25JUN01DETKC-KC,KXMLBGAME-25JUN01DETKC,Kansas City,Detroit,59,60,0.595,130.00,570.00,no,1748798073
2025-06-01,KXMLBGAME-25JUN01WSHAZ-WSH,KXMLBGAME-25JUN01WSHAZ,Washington,Arizona,33,34,0.335,2009.00,2526.00,no,1748804900
2025-06-01,KXMLBGAME-25JUN01COLNYM-NYM,KXMLBGAME-25JUN01COLNYM,New York M,New York M,78,79,0.785,4258.00,10579.00,yes,1748796055
2025-06-01,KXMLBGAME-25JUN01LAACLE-LAA,KXMLBGAME-25JUN01LAACLE,Los Angeles A,Cleveland,34,35,0.345,954.00,4036.00,no,1748797248
2025-06-01,KXMLBGAME-25JUN01TBHOU-TB,KXMLBGAME-25JUN01TBHOU,Tampa Bay,Houston,39,40,0.395,1258.00,1416.00,no,1748798566
2025-06-01,KXMLBGAME-25JUN01STLTEX-TEX,KXMLBGAME-25JUN01STLTEX,Texas,Texas,60,61,0.605,2008.00,2180.00,yes,1748794694
2025-06-01,KXMLBGAME-25MAY31PITSD-SD,KXMLBGAME-25MAY31PITSD,San Diego,Pittsburgh,67,68,0.675,3498.00,7137.00,no,1748740105
2025-06-01,KXMLBGAME-25MAY31WSHAZ-WSH,KXMLBGAME-25MAY31WSHAZ,Washington,Washington,37,38,0.375,923.00,1606.00,yes,1748742643
2025-06-02,KXMLBGAME-25JUN02LAABOS-LAA,KXMLBGAME-25JUN02LAABOS,Los Angeles A,Los Angeles A,42,43,0.425,3215.00,10052.00,yes,1748903898
2025-06-02,KXMLBGAME-25JUN02MILCIN-MIL,KXMLBGAME-25JUN02MILCIN,Milwaukee,Milwaukee,50,51,0.505,2485.00,27148.00,yes,1748902848
2025-06-02,KXMLBGAME-25JUN02DETCWS-DET,KXMLBGAME-25JUN02DETCWS,Detroit,Detroit,69,70,0.695,2473.00,24726.00,yes,1748904757
2025-06-02,KXMLBGAME-25JUN02COLMIA-MIA,KXMLBGAME-25JUN02COLMIA,Miami,Colorado,65,66,0.655,7959.00,37311.00,no,1748901253
2025-06-03,KXMLBGAME-25JUN03PHITOR-TOR,KXMLBGAME-25JUN03PHITOR,Toronto,Philadelphia,44,45,0.445,2192.00,4963.00,no,1748990006
2025-06-03,KXMLBGAME-25JUN03DETCWS-DET,KXMLBGAME-25JUN03DETCWS,Detroit,Chicago WS,60,61,0.605,2147.00,29024.00,no,1748991993
2025-06-03,KXMLBGAME-25JUN03KCSTL-STL,KXMLBGAME-25JUN03KCSTL,St. Louis,Kansas City,58,59,0.585,326.00,2806.00,no,1748993316
2025-06-03,KXMLBGAME-25JUN03AZATL-AZ,KXMLBGAME-25JUN03AZATL,Arizona,Arizona,39,40,0.395,2571.00,6359.00,yes,1748989335
2025-06-03,KXMLBGAME-25JUN03TEXTB-TEX,KXMLBGAME-25JUN03TEXTB,Texas,Tampa Bay,42,43,0.425,310.00,1799.00,no,1748991383
2025-06-03,KXMLBGAME-25JUN03LAABOS-LAA,KXMLBGAME-25JUN03LAABOS,Los Angeles A,Los Angeles A,42,43,0.425,11930.00,13607.00,yes,1748992109
2025-06-03,KXMLBGAME-25JUN03CLENYY-NYY,KXMLBGAME-25JUN03CLENYY,New York Y,New York Y,65,66,0.655,1181.00,18601.00,yes,1748989599
2025-06-03,KXMLBGAME-25JUN03MILCIN-MIL,KXMLBGAME-25JUN03MILCIN,Milwaukee,Cincinnati,45,46,0.455,2730.00,9074.00,no,1748988980
2025-06-03,KXMLBGAME-25JUN03HOUPIT-PIT,KXMLBGAME-25JUN03HOUPIT,Pittsburgh,Houston,59,60,0.595,4387.00,7565.00,no,1748986946
2025-06-03,KXMLBGAME-25JUN03COLMIA-MIA,KXMLBGAME-25JUN03COLMIA,Miami,Colorado,62,63,0.625,3931.00,31044.00,no,1748987421
2025-06-03,KXMLBGAME-25JUN03CHCWSH-WSH,KXMLBGAME-25JUN03CHCWSH,Washington,Chicago C,43,44,0.435,1986.00,5695.00,no,1748988033
2025-06-03,KXMLBGAME-25JUN02SDSF-SF,KXMLBGAME-25JUN02SDSF,San Francisco,San Diego,61,62,0.615,5930.00,13505.00,no,1748913385
2025-06-03,KXMLBGAME-25JUN02NYMLAD-NYM,KXMLBGAME-25JUN02NYMLAD,New York M,New York M,40,41,0.405,3378.00,8176.00,yes,1748915438
2025-06-03,KXMLBGAME-25JUN02MINATH-MIN,KXMLBGAME-25JUN02MINATH,Minnesota,Minnesota,60,61,0.605,2332.00,13528.00,yes,1748914721
2025-06-04,KXMLBGAME-25JUN04COLMIA-COL,KXMLBGAME-25JUN04COLMIA,Colorado,Colorado,41,42,0.415,5077.00,7178.00,yes,1749050174
2025-06-04,KXMLBGAME-25JUN04MILCIN-MIL,KXMLBGAME-25JUN04MILCIN,Milwaukee,Milwaukee,46,47,0.465,3729.00,4329.00,yes,1749051873
2025-06-04,KXMLBGAME-25JUN04CLENYY-NYY,KXMLBGAME-25JUN04CLENYY,New York Y,Cleveland,63,64,0.635,2010.00,5144.00,no,1749075858
2025-06-04,KXMLBGAME-25JUN04AZATL-AZ,KXMLBGAME-25JUN04AZATL,Arizona,Arizona,39,40,0.395,1654.00,6092.00,yes,1749081029
2025-06-04,KXMLBGAME-25JUN04CHCWSH-CHC,KXMLBGAME-25JUN04CHCWSH,Chicago C,Washington,55,56,0.555,3640.00,8591.00,no,1749073104
2025-06-04,KXMLBGAME-25JUN04HOUPIT-PIT,KXMLBGAME-25JUN04HOUPIT,Pittsburgh,Pittsburgh,46,48,0.47,839.00,58193.00,yes,1749072976
2025-06-04,KXMLBGAME-25JUN04LAABOS-LAA,KXMLBGAME-25JUN04LAABOS,Los Angeles A,Boston,44,45,0.445,708.00,8993.00,no,1749057633
2025-06-04,KXMLBGAME-25JUN04PHITOR-PHI,KXMLBGAME-25JUN04PHITOR,Philadelphia,Toronto,51,52,0.515,1049.00,6276.00,no,1749075859
2025-06-04,KXMLBGAME-25JUN04TEXTB-TEX,KXMLBGAME-25JUN04TEXTB,Texas,Tampa Bay,44,46,0.45,152.00,1219.00,no,1749077782
2025-06-04,KXMLBGAME-25JUN03BALSEA-SEA,KXMLBGAME-25JUN03BALSEA,Seattle,Baltimore,56,57,0.565,299.00,4004.00,no,1748998454
2025-06-04,KXMLBGAME-25JUN03NYMLAD-NYM,KXMLBGAME-25JUN03NYMLAD,New York M,Los Angeles D,43,44,0.435,3299.00,11119.00,no,1749002196
2025-06-04,KXMLBGAME-25JUN03SDSF-SF,KXMLBGAME-25JUN03SDSF,San Francisco,San Diego,58,59,0.585,1183.00,4561.00,no,1748999430
2025-06-04,KXMLBGAME-25JUN03MINATH-MIN,KXMLBGAME-25JUN03MINATH,Minnesota,Minnesota,65,66,0.655,101.00,9520.00,yes,1749001461
2025-06-05,KXMLBGAME-25JUN05CHCWSH-WSH,KXMLBGAME-25JUN05CHCWSH,Washington,Chicago C,41,42,0.415,1457.00,3257.00,no,1749161445
2025-06-05,KXMLBGAME-25JUN05KCSTLG2-KC,KXMLBGAME-25JUN05KCSTLG2,Kansas City,Kansas City,48,49,0.485,779.00,3121.00,yes,1749165630
