game_pk,date,team,pitcher_id,pitcher_name,is_starter,outs,k,bb,hbp,hr,r,er
746879,20240508,CHN,669713,Hayden Wesneski,1,18,3,1,1,0,3,3
746879,20240508,CHN,663992,Richard Lovelady,0,2,2,1,0,0,0,0
746879,20240508,CHN,640470,Adbert Alzolay,0,4,0,0,0,0,0,0
746879,20240508,CHN,624522,Keegan Thompson,0,3,3,0,0,0,0,0
746879,20240508,SDN,656302,Dylan Cease,1,21,12,2,1,0,0,0
746879,20240508,SDN,593974,Wandy Peralta,0,3,2,0,0,0,0,0
746879,20240508,SDN,663158,Robert Suarez,0,3,1,0,0,0,0,0
746151,20240508,LAN,694813,Gavin Stone,1,21,4,0,0,1,1,1
746151,20240508,LAN,675627,Michael Grove,0,3,1,0,0,0,0,0
746151,20240508,LAN,543339,Daniel Hudson,0,3,1,0,0,0,0,0
746151,20240508,MIA,677960,Ryan Weathers,1,18,3,1,0,1,3,3
746151,20240508,MIA,687424,Anthony Maldonado,0,3,0,0,0,0,0,0
746151,20240508,MIA,677053,Andrew Nardi,0,3,0,0,0,0,0,0
745664,20240508,ATH,676664,JP Sears,1,17,3,1,0,2,4,4
745664,20240508,ATH,613534,Austin Adams,0,4,1,0,0,0,0,0
745664,20240508,ATH,695243,Mason Miller,0,6,4,0,0,0,0,0
745664,20240508,TEX,547179,Michael Lorenzen,1,18,6,2,0,2,6,6
745664,20240508,TEX,668390,Cole Winn,0,6,2,1,1,1,3,3
745659,20240508,ATH,674370,Osvaldo Bido,1,8,4,2,1,0,4,4
745659,20240508,ATH,547184,Michael Kelly,0,1,1,1,0,0,3,2
745659,20240508,ATH,519008,T.J. McFarland,0,6,1,0,0,0,0,0
745659,20240508,ATH,666205,Kyle Muller,0,9,2,3,0,0,3,3
745659,20240508,ATH,687922,Easton Lucas,0,3,2,1,0,0,2,2
745659,20240508,TEX,683004,Jack Leiter,1,12,3,0,0,2,6,4
745659,20240508,TEX,656641,Jacob Latz,0,3,0,2,0,0,0,0
745659,20240508,TEX,622250,Josh Sborz,0,0,0,2,0,0,0,0
745659,20240508,TEX,502085,David Robertson,0,6,5,1,0,0,0,0
745659,20240508,TEX,600917,José Leclerc,0,3,2,1,0,0,1,1
745659,20240508,TEX,669391,Owen White,0,0,0,0,0,0,3,3
745659,20240508,TEX,489446,Kirby Yates,0,3,1,1,0,0,1,1
746717,20240508,CIN,668933,Graham Ashcraft,1,15,2,3,1,0,3,3
746717,20240508,CIN,518585,Fernando Cruz,0,6,3,0,0,0,0,0
746717,20240508,CIN,608371,Lucas Sims,0,3,2,0,0,1,1,1
746717,20240508,CIN,608718,Brent Suter,0,3,0,0,0,0,0,0
746717,20240508,ARI,656756,Jordan Montgomery,1,21,2,2,0,0,2,2
746717,20240508,ARI,657044,Ryan Thompson,0,3,1,0,0,0,0,0
746717,20240508,ARI,656464,Kevin Ginkel,0,1,0,1,0,0,1,1
746717,20240508,ARI,573009,Joe Mantiply,0,2,1,0,0,0,0,0
744858,20240508,WAS,680730,Mitchell Parker,1,17,3,1,0,2,2,2
744858,20240508,WAS,571882,Derek Law,0,2,0,0,0,0,1,1
744858,20240508,WAS,676395,Robert Garcia,0,2,1,0,0,0,0,0
744858,20240508,WAS,606930,Jacob Barnes,0,3,1,0,0,0,0,0
744858,20240508,WAS,571670,Dylan Floro,0,3,3,0,0,0,0,0
744858,20240508,WAS,640448,Kyle Finnegan,0,3,1,1,0,0,0,0
744858,20240508,WAS,640451,Hunter Harvey,0,3,1,0,1,1,2,1
744858,20240508,WAS,607179,Jordan Weems,0,3,1,0,0,0,2,0
744858,20240508,BAL,680694,Kyle Bradish,1,15,9,2,1,0,1,1
744858,20240508,BAL,543056,Danny Coulombe,0,3,0,0,0,0,0,0
744858,20240508,BAL,666974,Yennier Cano,0,2,0,1,0,0,0,0
744858,20240508,BAL,672335,Cionel Pérez,0,4,0,1,0,0,0,0
744858,20240508,BAL,518886,Craig Kimbrel,0,2,0,2,0,1,2,2
744858,20240508,BAL,669211,Keegan Akin,0,1,0,0,0,0,0,0
744858,20240508,BAL,544150,Albert Suárez,0,6,1,1,0,0,2,1
744858,20240508,BAL,657097,Jacob Webb,0,3,1,0,0,0,1,0
745097,20240508,TBA,650644,Aaron Civale,1,14,4,2,0,1,2,2
745097,20240508,TBA,687330,Kevin Kelly,0,4,2,0,0,0,2,2
745097,20240508,TBA,670955,Edwin Uceta,0,6,2,1,0,0,0,0
745097,20240508,TBA,655889,Manuel Rodríguez,0,3,2,0,0,0,0,0
745097,20240508,CHA,623167,Chris Flexen,1,18,8,1,0,0,1,1
745097,20240508,CHA,621051,Steven Wilson,0,1,0,2,0,0,0,0
745097,20240508,CHA,605154,John Brebbia,0,5,3,0,0,0,0,0
745097,20240508,CHA,656629,Michael Kopech,0,3,0,0,0,0,0,0
745749,20240508,NYA,607074,Carlos Rodón,1,19,7,0,1,1,2,2
745749,20240508,NYA,657571,Caleb Ferguson,0,2,0,0,0,0,0,0
745749,20240508,NYA,624647,Victor González,0,2,0,0,0,1,1,1
745749,20240508,NYA,641656,Ian Hamilton,0,4,1,0,0,0,1,1
745749,20240508,HOU,681293,Spencer Arrighetti,1,15,4,3,0,3,5,5
745749,20240508,HOU,681869,Shawn Dubin,0,3,0,2,0,0,3,3
745749,20240508,HOU,606160,Rafael Montero,0,3,0,0,0,0,0,0
745749,20240508,HOU,605463,Tayler Scott,0,3,0,1,0,0,1,1
747127,20240508,ATL,519242,Chris Sale,1,18,10,1,0,0,0,0
747127,20240508,ATL,669276,Dylan Lee,0,6,2,0,0,0,0,0
747127,20240508,ATL,678061,Ray Kerr,0,3,1,0,0,0,0,0
747127,20240508,BOS,601713,Nick Pivetta,1,12,1,1,0,3,5,5
747127,20240508,BOS,670174,Josh Winckowski,0,3,0,1,0,0,0,0
747127,20240508,BOS,592155,Cam Booser,0,3,1,0,0,0,0,0
747127,20240508,BOS,455119,Chris Martin,0,3,1,0,0,0,0,0
747127,20240508,BOS,502624,Chase Anderson,0,3,0,0,0,0,0,0
745906,20240508,MIN,663978,Chris Paddack,1,16,10,1,0,1,1,1
745906,20240508,MIN,573204,Caleb Thielbar,0,3,2,0,0,0,1,1
745906,20240508,MIN,643377,Griffin Jax,0,5,0,1,0,0,1,1
745906,20240508,MIN,661395,Jhoan Duran,0,3,1,0,0,0,0,0
745906,20240508,SEA,669923,George Kirby,1,15,4,1,0,3,4,4
745906,20240508,SEA,669912,Kirby Snead,0,3,1,0,0,0,0,0
745906,20240508,SEA,663423,Trent Thornton,0,3,2,0,0,0,0,0
745906,20240508,SEA,675989,Cody Bolton,0,3,2,0,0,0,2,2
746562,20240508,COL,663567,Peter Lambert,1,9,2,0,0,1,7,7
746562,20240508,COL,683627,Anthony Molina,0,11,3,1,0,0,1,0
746562,20240508,COL,656234,Jake Bird,0,4,1,0,0,0,0,0
746562,20240508,COL,664875,Justin Lawrence,0,3,0,1,0,0,0,0
746562,20240508,SFN,663855,Jordan Hicks,1,15,5,2,0,0,3,3
746562,20240508,SFN,663546,Sean Hjelle,0,2,0,0,0,0,1,1
746562,20240508,SFN,573124,Taylor Rogers,0,1,0,0,0,0,0,0
746562,20240508,SFN,676254,Ryan Walker,0,3,1,0,0,0,0,0
746562,20240508,SFN,643511,Tyler Rogers,0,3,1,0,0,0,0,0
746562,20240508,SFN,666808,Camilo Doval,0,3,0,2,0,1,2,2
745184,20240805,SLN,669467,Andre Pallante,1,14,2,2,0,0,5,5
745184,20240805,SLN,542888,Shawn Armstrong,0,7,4,0,0,1,1,1
745184,20240805,SLN,669461,Matthew Liberatore,0,6,4,0,0,0,0,0
745184,20240805,NYN,640455,Sean Manaea,1,21,10,0,0,0,0,0
745184,20240805,NYN,592773,Ryne Stanek,0,3,1,1,0,0,0,0
745184,20240805,NYN,621242,Edwin Díaz,0,3,1,0,0,0,0,0
746715,20240509,CIN,668881,Hunter Greene,1,15,6,5,0,1,3,3
746715,20240509,CIN,607259,Nick Martinez,0,6,2,1,0,0,1,1
746715,20240509,CIN,518585,Fernando Cruz,0,3,2,2,0,0,1,1
746715,20240509,CIN,571656,Buck Farmer,0,3,0,0,0,0,0,0
746715,20240509,ARI,677944,Slade Cecconi,1,16,2,3,1,1,1,1
746715,20240509,ARI,663531,Logan Allen,0,4,1,0,0,0,3,3
746715,20240509,ARI,657044,Ryan Thompson,0,1,0,0,0,0,0,0
746715,20240509,ARI,656464,Kevin Ginkel,0,3,1,0,0,0,0,0
746715,20240509,ARI,623149,Paul Sewald,0,3,2,0,0,0,0,0
745910,20240509,MIN,641154,Pablo López,1,19,10,0,1,0,1,1
745910,20240509,MIN,681892,Kody Funderburk,0,5,2,1,0,0,0,0
745910,20240509,MIN,622251,Josh Staumont,0,3,3,1,0,0,0,0
745910,20240509,SEA,669302,Logan Gilbert,1,12,4,2,0,1,8,8
745910,20240509,SEA,660825,Eduard Bazardo,0,6,4,1,0,0,1,1
745910,20240509,SEA,668338,Tyson Miller,0,6,0,0,1,1,2,1
746563,20240509,COL,615698,Cal Quantrill,1,18,5,3,0,1,1,1
746563,20240509,COL,680767,Victor Vodnik,0,5,0,1,0,0,0,0
746563,20240509,COL,656222,Jalen Beeks,0,4,2,0,0,0,0,0
746563,20240509,SFN,676775,Keaton Winn,1,11,1,0,0,1,7,7
746563,20240509,SFN,678495,Randy Rodríguez,0,7,4,0,0,0,1,1
746563,20240509,SFN,592426,Luke Jackson,0,3,1,0,0,0,0,0
746563,20240509,SFN,573124,Taylor Rogers,0,3,3,0,0,0,1,1
745748,20240509,NYA,573186,Marcus Stroman,1,17,5,2,0,2,4,4
745748,20240509,NYA,596133,Luke Weaver,0,4,2,0,0,0,0,0
745748,20240509,NYA,642701,Dennis Santana,0,3,1,0,0,0,0,0
745748,20240509,NYA,676760,Ron Marinaccio,0,3,2,1,0,0,0,0
745748,20240509,HOU,669854,Ronel Blanco,1,17,5,4,0,1,2,2
745748,20240509,HOU,650556,Bryan Abreu,0,4,3,0,0,0,0,0
745748,20240509,HOU,519151,Ryan Pressly,0,2,1,1,0,1,1,1
745748,20240509,HOU,623352,Josh Hader,0,4,1,0,0,0,0,0
746802,20240509,CHA,607200,Erick Fedde,1,18,3,0,1,0,0,0
746802,20240509,CHA,673929,Jordan Leasure,0,3,2,0,0,0,0,0
746802,20240509,CHA,605154,John Brebbia,0,2,1,0,0,2,2,2
746802,20240509,CHA,656629,Michael Kopech,0,4,1,0,0,0,0,0
746802,20240509,CLE,594902,Ben Lively,1,17,2,3,0,0,3,3
746802,20240509,CLE,671922,Cade Smith,0,4,1,1,0,0,0,0
746802,20240509,CLE,682120,Tim Herrin,0,3,2,0,0,0,0,0
745995,20240509,MIL,668964,Tobias Myers,1,12,6,4,0,1,1,1
745995,20240509,MIL,657649,Jared Koenig,0,6,2,0,0,0,0,0
745995,20240509,MIL,571948,Hoby Milner,0,3,1,0,0,0,0,0
745995,20240509,MIL,600986,Thyago Vieira,0,6,3,0,1,0,0,0
745995,20240509,SLN,543243,Sonny Gray,1,15,6,1,1,3,6,6
745995,20240509,SLN,687798,Nick Robertson,0,3,2,0,0,0,1,1
745995,20240509,SLN,667463,John King,0,3,1,0,0,0,0,0
745995,20240509,SLN,688297,Chris Roycroft,0,3,0,0,0,0,0,0
746241,20240509,ANA,672282,Reid Detmers,1,15,5,2,0,2,6,6
746241,20240509,ANA,607237,Amir Garrett,0,2,2,2,0,0,2,2
746241,20240509,ANA,660761,José Suarez,0,10,6,0,0,0,2,2
746241,20240509,KCA,608379,Michael Wacha,1,18,6,5,0,0,3,2
746241,20240509,KCA,663738,Daniel Lynch IV,0,6,0,0,0,0,0,0
746241,20240509,KCA,669422,Matt Sauer,0,3,1,0,1,0,1,1
746479,20240510,DET,663554,Casey Mize,1,18,2,2,0,1,1,1
746479,20240510,DET,676684,Will Vest,0,3,0,1,0,0,0,0
746479,20240510,DET,605177,Andrew Chafin,0,0,0,1,0,0,3,3
746479,20240510,DET,671345,Jason Foley,0,3,0,0,0,0,1,0
746479,20240510,DET,656412,Alex Faedo,0,3,1,0,0,0,0,0
746479,20240510,HOU,664285,Framber Valdez,1,21,4,2,0,0,2,2
746479,20240510,HOU,650556,Bryan Abreu,0,3,3,0,0,0,0,0
746479,20240510,HOU,623352,Josh Hader,0,3,2,1,0,0,0,0
745506,20240510,PIT,683003,Jared Jones,1,18,4,2,0,1,3,2
745506,20240510,PIT,676702,Hunter Stratton,0,3,1,1,0,0,4,4
745506,20240510,PIT,676596,Josh Fleming,0,3,0,0,0,0,0,0
745506,20240510,PIT,672710,Roansy Contreras,0,3,0,0,0,0,0,0
745506,20240510,CHN,665871,Javier Assad,1,13,4,2,0,0,2,1
745506,20240510,CHN,676962,Ben Brown,0,11,6,1,0,0,0,0
745506,20240510,CHN,640470,Adbert Alzolay,0,3,2,0,0,0,0,0
745094,20240510,TBA,671737,Taj Bradley,1,18,7,2,0,0,1,1
745094,20240510,TBA,687330,Kevin Kelly,0,2,1,0,0,0,0,0
745094,20240510,TBA,664076,Garrett Cleavinger,0,1,1,0,0,0,0,0
745094,20240510,TBA,592094,Jason Adam,0,3,0,0,0,0,0,0
745094,20240510,TBA,542888,Shawn Armstrong,0,3,0,0,0,1,1,1
745094,20240510,NYA,657376,Clarke Schmidt,1,20,6,2,0,0,0,0
745094,20240510,NYA,595897,Nick Burdi,0,1,0,0,0,0,0,0
745094,20240510,NYA,596133,Luke Weaver,0,3,2,0,0,0,0,0
745094,20240510,NYA,605280,Clay Holmes,0,3,3,2,0,0,0,0
747043,20240510,BAL,608344,Cole Irvin,1,17,6,1,0,1,2,2
747043,20240510,BAL,544150,Albert Suárez,0,1,0,0,0,0,0,0
747043,20240510,BAL,518886,Craig Kimbrel,0,3,1,0,0,0,0,0
747043,20240510,BAL,657097,Jacob Webb,0,2,0,1,0,0,0,0
747043,20240510,BAL,672335,Cionel Pérez,0,1,0,0,1,0,0,0
747043,20240510,BAL,666974,Yennier Cano,0,3,1,0,0,0,0,0
747043,20240510,ARI,694297,Brandon Pfaadt,1,18,0,2,0,0,3,3
747043,20240510,ARI,663531,Logan Allen,0,1,0,0,0,0,1,1
747043,20240510,ARI,679885,Justin Martinez,0,5,5,2,0,0,0,0
744940,20240510,TOR,579328,Yusei Kikuchi,1,24,3,0,0,1,2,2
744940,20240510,TOR,663878,Nate Pearson,0,2,1,0,0,0,1,1
744940,20240510,TOR,650893,Génesis Cabrera,0,1,1,0,0,0,0,0
744940,20240510,MIN,657746,Joe Ryan,1,21,7,0,0,1,1,1
744940,20240510,MIN,661395,Jhoan Duran,0,3,0,1,0,0,0,0
744940,20240510,MIN,643377,Griffin Jax,0,3,1,1,0,0,1,1
746964,20240510,BOS,656557,Tanner Houck,1,21,4,1,1,0,3,3
746964,20240510,BOS,657514,Brennan Bernardino,0,3,1,0,0,0,0,0
746964,20240510,BOS,445276,Kenley Jansen,0,3,3,1,0,0,2,2
746964,20240510,WAS,571578,Patrick Corbin,1,15,4,1,0,0,1,1
746964,20240510,WAS,571882,Derek Law,0,2,0,2,0,0,0,0
746964,20240510,WAS,676395,Robert Garcia,0,1,1,0,0,0,0,0
746964,20240510,WAS,640451,Hunter Harvey,0,3,1,1,0,0,0,0
746964,20240510,WAS,571670,Dylan Floro,0,3,0,0,0,0,0,0
746964,20240510,WAS,606930,Jacob Barnes,0,3,3,1,0,0,0,0
745827,20240510,NYN,500779,Jose Quintana,1,15,3,2,0,3,4,4
745827,20240510,NYN,670990,Yohan Ramírez,0,6,3,0,0,0,0,0
745827,20240510,NYN,605288,Adrian Houser,0,6,0,2,0,0,0,0
745827,20240510,ATL,450203,Charlie Morton,1,21,7,1,0,1,1,1
745827,20240510,ATL,621345,A.J. Minter,0,3,3,0,0,0,0,0
745827,20240510,ATL,628452,Raisel Iglesias,0,3,0,1,0,0,1,1
746071,20240510,MIA,669432,Trevor Rogers,1,10,3,2,0,1,5,4
746071,20240510,MIA,686539,Declan Cronin,0,5,2,1,0,0,1,0
746071,20240510,MIA,681871,Eli Villalobos,0,6,1,0,0,1,1,1
746071,20240510,MIA,676534,Calvin Faucher,0,3,1,2,0,0,1,1
746071,20240510,MIA,669622,Anthony Bender,0,3,1,0,0,0,0,0
746071,20240510,PHI,624133,Ranger Suarez,1,21,9,2,0,0,0,0
746071,20240510,PHI,642397,Gregory Soto,0,3,1,1,0,0,2,2
746071,20240510,PHI,621237,José Alvarado,0,3,1,0,0,0,0,0
746801,20240510,CHA,676979,Garrett Crochet,1,18,11,0,0,0,0,0
746801,20240510,CHA,621051,Steven Wilson,0,1,1,1,0,1,1,1
746801,20240510,CHA,621383,Tanner Banks,0,4,0,0,0,1,2,2
746801,20240510,CHA,673929,Jordan Leasure,0,4,0,0,0,0,0,0
746801,20240510,CLE,471911,Carlos Carrasco,1,21,5,0,0,2,5,3
746801,20240510,CLE,658648,Pedro Avila,0,3,1,0,0,1,1,1
745993,20240510,MIL,688107,Robert Gasser,1,18,4,0,1,0,0,0
745993,20240510,MIL,643361,Kevin Herget,0,9,0,1,0,1,2,2
745993,20240510,SLN,458681,Lance Lynn,1,14,5,2,0,0,5,4
745993,20240510,SLN,669461,Matthew Liberatore,0,1,1,0,0,0,2,2
745993,20240510,SLN,681517,Kyle Leahy,0,4,2,2,0,0,4,4
745993,20240510,SLN,688297,Chris Roycroft,0,5,2,0,1,0,0,0
746553,20240510,COL,596295,Austin Gomber,1,20,5,2,0,1,2,1
746553,20240510,COL,664875,Justin Lawrence,0,1,1,2,0,0,0,0
746553,20240510,COL,656234,Jake Bird,0,3,2,0,0,0,0,0
746553,20240510,COL,656222,Jalen Beeks,0,3,0,0,0,0,0,0
746553,20240510,TEX,592351,Jon Gray,1,18,7,1,0,0,1,1
746553,20240510,TEX,656641,Jacob Latz,0,2,1,1,0,0,1,0
746553,20240510,TEX,681982,Grant Anderson,0,3,1,1,0,0,2,2
746553,20240510,TEX,666720,Yerry Rodríguez,0,1,1,0,0,0,0,0
746240,20240510,ANA,656288,Griffin Canning,1,17,3,2,0,0,0,0
746240,20240510,ANA,643256,Adam Cimber,0,1,1,0,0,0,0,0
746240,20240510,ANA,519043,Matt Moore,0,3,1,1,0,0,0,0
746240,20240510,ANA,472610,Luis García,0,3,1,0,0,0,0,0
746240,20240510,ANA,608032,Carlos Estévez,0,3,1,0,0,1,2,2
746240,20240510,KCA,679525,Alec Marsh,1,16,7,2,0,1,1,1
746240,20240510,KCA,608717,Chris Stratton,0,2,1,0,0,0,0,0
746240,20240510,KCA,519293,Will Smith,0,3,1,0,0,0,0,0
746240,20240510,KCA,608648,Tyler Duffey,0,3,0,0,0,0,0,0
746240,20240510,KCA,670167,John Schreiber,0,3,0,0,0,0,0,0
745421,20240510,SDN,650633,Michael King,1,21,11,3,0,0,0,0
745421,20240510,SDN,673513,Yuki Matsui,0,3,0,1,0,0,1,1
745421,20240510,SDN,663158,Robert Suarez,0,3,0,0,0,0,0,0
745421,20240510,LAN,607192,Tyler Glasnow,1,21,10,2,0,1,1,1
745421,20240510,LAN,595014,Blake Treinen,0,3,2,0,0,0,0,0
745421,20240510,LAN,675627,Michael Grove,0,1,1,0,0,0,1,1
745264,20240510,SEA,693433,Bryan Woo,1,13,3,1,0,0,0,0
745264,20240510,SEA,663423,Trent Thornton,0,4,2,0,0,0,0,0
745264,20240510,SEA,669912,Kirby Snead,0,4,3,0,0,0,0,0
745264,20240510,SEA,675989,Cody Bolton,0,3,1,1,0,0,0,0
745264,20240510,SEA,608723,Austin Voth,0,3,0,0,1,0,1,1
745264,20240510,ATH,621112,Paul Blackburn,1,12,5,3,1,1,7,7
745264,20240510,ATH,621053,Tyler Ferguson,0,3,2,0,0,0,0,0
745264,20240510,ATH,687922,Easton Lucas,0,4,4,1,0,0,1,1
745264,20240510,ATH,547184,Michael Kelly,0,5,0,0,0,0,0,0
745340,20240510,SFN,657277,Logan Webb,1,21,6,2,0,0,3,2
745340,20240510,SFN,669062,Erik Miller,0,3,0,2,0,1,1,1
745340,20240510,SFN,643511,Tyler Rogers,0,3,0,0,0,0,0,0
745340,20240510,CIN,671096,Andrew Abbott,1,15,2,1,0,1,2,2
745340,20240510,CIN,641941,Emilio Pagán,0,3,1,0,0,0,0,0
745340,20240510,CIN,458677,Justin Wilson,0,4,1,0,0,0,0,0
745340,20240510,CIN,608371,Lucas Sims,0,2,0,0,0,0,0,0
745340,20240510,CIN,664747,Alexis Díaz,0,3,2,1,0,0,0,0
744943,20240511,TOR,592332,Kevin Gausman,1,9,6,2,0,1,7,6
744943,20240511,TOR,647315,Zach Pop,0,3,0,0,0,1,1,1
744943,20240511,TOR,670950,Trevor Richards,0,6,2,0,0,0,0,0
744943,20240511,TOR,657024,Erik Swanson,0,3,1,0,0,0,0,0
744943,20240511,TOR,554340,Yimi García,0,3,1,0,0,0,0,0
744943,20240511,TOR,605447,Jordan Romano,0,3,2,0,0,0,0,0
744943,20240511,MIN,680573,Simeon Woods Richardson,1,13,2,1,0,2,5,5
744943,20240511,MIN,663485,Cole Sands,0,4,1,0,0,1,3,3
744943,20240511,MIN,595345,Steven Okert,0,1,0,1,0,0,0,0
744943,20240511,MIN,543351,Jay Jackson,0,1,0,0,0,0,2,2
744943,20240511,MIN,573204,Caleb Thielbar,0,1,0,2,0,0,0,0
744943,20240511,MIN,622251,Josh Staumont,0,4,0,0,0,0,0,0
747041,20240511,BAL,607644,John Means,1,14,3,0,1,1,4,4
747041,20240511,BAL,657508,Mike Baumann,0,7,0,0,0,0,0,0
747041,20240511,BAL,669211,Keegan Akin,0,3,1,0,0,0,0,0
747041,20240511,BAL,666974,Yennier Cano,0,3,0,1,0,0,0,0
747041,20240511,BAL,543056,Danny Coulombe,0,3,1,0,0,0,0,0
747041,20240511,BAL,518886,Craig Kimbrel,0,3,1,0,1,0,0,0
747041,20240511,ARI,669194,Ryne Nelson,1,14,3,0,0,1,3,3
747041,20240511,ARI,657044,Ryan Thompson,0,4,1,0,0,0,0,0
747041,20240511,ARI,573009,Joe Mantiply,0,3,0,0,0,0,0,0
747041,20240511,ARI,656464,Kevin Ginkel,0,3,0,0,0,1,1,1
747041,20240511,ARI,623149,Paul Sewald,0,3,1,1,0,0,0,0
747041,20240511,ARI,686826,Bryce Jarvis,0,3,1,2,0,0,1,0
745505,20240511,PIT,694973,Paul Skenes,1,12,7,2,1,1,3,3
745505,20240511,PIT,693312,Kyle Nicolas,0,2,2,3,1,0,4,4
745505,20240511,PIT,676596,Josh Fleming,0,0,0,1,0,0,1,1
745505,20240511,PIT,670059,Colin Holderman,0,4,1,3,0,0,0,0
745505,20240511,PIT,547973,Aroldis Chapman,0,3,2,1,0,0,0,0
745505,20240511,PIT,676702,Hunter Stratton,0,3,1,0,0,0,0,0
745505,20240511,PIT,670280,David Bednar,0,3,0,0,0,0,1,1
745505,20240511,CHN,657006,Justin Steele,1,12,3,2,0,3,6,6
745505,20240511,CHN,624522,Keegan Thompson,0,3,2,2,0,1,3,3
745505,20240511,CHN,663992,Richard Lovelady,0,3,0,0,0,1,1,1
745505,20240511,CHN,621016,Jose Cuas,0,6,2,1,0,0,0,0
746963,20240511,BOS,681867,Cooper Criswell,1,15,9,1,0,2,2,2
746963,20240511,BOS,657514,Brennan Bernardino,0,4,1,0,0,0,0,0
746963,20240511,BOS,686580,Justin Slaten,0,2,0,1,0,0,0,0
746963,20240511,BOS,455119,Chris Martin,0,3,0,0,1,0,0,0
746963,20240511,BOS,445276,Kenley Jansen,0,3,2,0,0,0,0,0
746963,20240511,WAS,663623,Jake Irvin,1,21,6,0,0,1,2,2
746963,20240511,WAS,676395,Robert Garcia,0,3,1,1,0,0,2,2
745828,20240511,NYN,681035,Christian Scott,1,18,8,2,0,1,3,3
745828,20240511,NYN,656887,Sean Reid-Foley,0,6,2,0,0,0,0,0
745828,20240511,NYN,605347,Jorge López,0,3,0,2,1,0,1,1
745828,20240511,ATL,608331,Max Fried,1,21,5,3,0,0,0,0
745828,20240511,ATL,641729,Joe Jiménez,0,3,2,2,0,0,0,0
745828,20240511,ATL,628452,Raisel Iglesias,0,3,1,1,0,1,1,1
746069,20240511,MIA,666200,Jesús Luzardo,1,17,8,1,0,0,2,2
746069,20240511,MIA,687424,Anthony Maldonado,0,1,0,1,0,0,2,2
746069,20240511,MIA,572143,Burch Smith,0,4,3,1,1,0,4,3
746069,20240511,MIA,666277,George Soriano,0,5,1,0,0,0,0,0
746069,20240511,PHI,592836,Taijuan Walker,1,18,4,1,1,1,1,1
746069,20240511,PHI,621381,Matt Strahm,0,3,2,0,0,0,0,0
746069,20240511,PHI,656546,Jeff Hoffman,0,3,0,0,0,0,0,0
746069,20240511,PHI,614179,José Ruiz,0,3,2,0,0,1,2,2
745096,20240511,TBA,641793,Zack Littell,1,17,3,2,1,0,2,2
745096,20240511,TBA,664076,Garrett Cleavinger,0,3,0,0,1,0,0,0
745096,20240511,TBA,592094,Jason Adam,0,1,0,0,0,0,0,0
745096,20240511,TBA,664208,Phil Maton,0,3,0,0,0,0,0,0
745096,20240511,TBA,664126,Pete Fairbanks,0,3,1,0,0,0,0,0
745096,20240511,NYA,641482,Nestor Cortes,1,16,5,3,0,2,4,4
745096,20240511,NYA,642701,Dennis Santana,0,3,1,1,0,0,3,3
745096,20240511,NYA,641656,Ian Hamilton,0,2,0,0,0,0,0,0
745096,20240511,NYA,543859,Michael Tonkin,0,3,2,1,0,0,0,0
746480,20240511,DET,669373,Tarik Skubal,1,19,7,2,0,0,2,2
746480,20240511,DET,571946,Shelby Miller,0,2,0,0,1,0,0,0
746480,20240511,DET,663947,Tyler Holton,0,6,2,0,0,0,0,0
746480,20240511,HOU,664299,Cristian Javier,1,4,0,4,0,2,7,7
746480,20240511,HOU,605463,Tayler Scott,0,2,1,0,0,0,0,0
746480,20240511,HOU,686613,Hunter Brown,0,15,7,0,0,1,1,1
746480,20240511,HOU,681869,Shawn Dubin,0,3,1,1,0,0,0,0
746797,20240511,CHA,605182,Mike Clevinger,1,14,5,0,0,1,1,1
746797,20240511,CHA,657612,Tim Hill,0,4,1,0,0,0,0,0
746797,20240511,CHA,694363,Jared Shuster,0,6,2,1,0,0,0,0
746797,20240511,CHA,605154,John Brebbia,0,3,1,0,0,0,0,0
746797,20240511,CLE,663474,Triston McKenzie,1,20,5,3,0,0,2,1
746797,20240511,CLE,671922,Cade Smith,0,1,0,0,0,0,0,0
746797,20240511,CLE,605130,Scott Barlow,0,3,1,0,0,0,1,1
745344,20240511,SFN,696131,Mason Black,1,13,2,2,1,1,1,1
745344,20240511,SFN,573124,Taylor Rogers,0,2,2,0,1,0,0,0
745344,20240511,SFN,676254,Ryan Walker,0,3,1,0,0,0,0,0
745344,20240511,SFN,669062,Erik Miller,0,3,0,1,1,0,0,0
745344,20240511,SFN,643511,Tyler Rogers,0,3,1,0,0,0,0,0
745344,20240511,SFN,663546,Sean Hjelle,0,3,1,0,0,0,0,0
745344,20240511,CIN,666157,Nick Lodolo,1,18,6,1,0,1,4,4
745344,20240511,CIN,608718,Brent Suter,0,3,2,0,1,0,1,1
745344,20240511,CIN,571656,Buck Farmer,0,3,1,0,0,0,0,0
745994,20240511,MIL,642547,Freddy Peralta,1,18,8,1,0,0,3,3
745994,20240511,MIL,571948,Hoby Milner,0,3,1,0,0,0,0,0
745994,20240511,MIL,663542,Bryan Hudson,0,3,2,0,0,0,0,0
745994,20240511,MIL,656730,Trevor Megill,0,3,0,0,0,0,0,0
745994,20240511,SLN,502043,Kyle Gibson,1,15,7,4,1,0,2,2
745994,20240511,SLN,668941,JoJo Romero,0,4,1,0,1,0,0,0
745994,20240511,SLN,552640,Andrew Kittredge,0,2,0,1,0,1,3,3
745994,20240511,SLN,681676,Ryan Fernandez,0,3,1,0,0,0,0,0
